OBJECT_ID,OBJECT_NAME,NORAD_CAT_ID,COUNTRY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,RCSVALUE,LAUNCH,COMMENT
"2020-061BJ","FLOCK 4V 20","46612","US","95.07","97.47","528","515","","0","2020-09-03",""
"2020-071B","OBJECT B","46611","PRC","603.53","28.50","34413","145","","0","2020-10-11",""
"2020-071A","OBJECT A","46610","PRC","631.71","28.53","35836","183","","0","2020-10-11",""
"2020-061BH","FLOCK 4V 19","46609","US","95.00","97.46","522","515","","0","2020-09-03",""
"2018-079CG","ATLAS 5 CENTAUR DEB","46608","US","803.02","11.37","35576","8905","","0","2018-10-17",""
"2018-079CF","ATLAS 5 CENTAUR DEB","46607","US","701.90","11.50","31667","7902","","0","2018-10-17",""
"2018-079CE","ATLAS 5 CENTAUR DEB","46606","US","802.74","11.37","35512","8955","","0","2018-10-17",""
"2018-079CD","ATLAS 5 CENTAUR DEB","46605","US","751.51","11.32","33209","8796","","0","2018-10-17",""
"2018-079CC","ATLAS 5 CENTAUR R/B DEB","46604","US","825.94","11.27","36187","9378","SMALL","0","2018-10-17",""
"2018-079CB","ATLAS 5 CENTAUR R/B DEB","46603","US","822.17","11.68","35894","9493","","0","2018-10-17",""
"2018-079CA","ATLAS 5 CENTAUR R/B DEB","46602","US","804.27","11.36","35659","8880","","0","2018-10-17",""
"2018-079BZ","ATLAS 5 CENTAUR R/B DEB","46601","US","775.10","11.22","34421","8725","","0","2018-10-17",""
"2018-084CT","H-2A DEB","46600","JPN","96.35","97.78","631","537","","0","2018-10-29",""
"2018-084CS","H-2A DEB","46599","JPN","95.02","97.81","521","518","","0","2018-10-29",""
"2018-084CR","H-2A DEB","46598","JPN","95.10","97.79","528","519","","0","2018-10-29",""
"2020-061BG","FLOCK 4V 18","46597","US","95.06","97.47","528","515","","0","2020-09-03",""
"2020-069A","CYGNUS NG-14","46530","US","92.95","51.64","420","418","","0","2020-10-03",""
"2020-061BF","FLOCK 4V 17","46529","US","94.99","97.46","522","515","","0","2020-09-03",""
"2020-061BE","FLOCK 4V 15","46528","US","94.98","97.46","521","515","","0","2020-09-03",""
"2020-061BD","FLOCK 4V 16","46527","US","95.08","97.47","530","515","","0","2020-09-03",""
"2011-037ME","FREGAT DEB","46526","CIS","144.68","51.46","4741","760","","0","2011-07-18",""
"2011-037MD","FREGAT DEB","46525","CIS","154.80","51.69","4360","1984","","0","2011-07-18",""
"2011-037MC","FREGAT DEB","46524","CIS","136.29","51.63","4009","780","","0","2011-07-18",""
"2011-037MB","FREGAT DEB","46523","CIS","147.86","51.89","4901","868","","0","2011-07-18",""
"2011-037MA","FREGAT DEB","46522","CIS","132.14","51.15","3428","1003","","0","2011-07-18",""
"2011-037LZ","FREGAT DEB","46521","CIS","148.07","51.97","4833","953","","0","2011-07-18",""
"2011-037LY","FREGAT DEB","46520","CIS","149.59","51.71","5093","821","","0","2011-07-18",""
"2011-037LX","FREGAT DEB","46519","CIS","147.17","51.50","5136","575","","0","2011-07-18",""
"2011-037LW","FREGAT DEB","46518","CIS","147.03","51.42","4729","970","","0","2011-07-18",""
"2011-037LV","FREGAT DEB","46517","CIS","159.32","51.24","5950","764","","0","2011-07-18",""
"1994-074BC","RESURS 01 DEB","46516","CIS","97.25","97.92","633","621","","0","1994-11-04",""
"1994-074BB","RESURS 01 DEB","46515","CIS","97.27","97.92","633","624","","0","1994-11-04",""
"1994-074BA","RESURS 01 DEB","46514","CIS","97.32","97.92","633","627","","0","1994-11-04",""
"1994-074AZ","RESURS 01 DEB","46513","CIS","97.22","97.95","627","624","","0","1994-11-04",""
"1994-074AY","RESURS 01 DEB","46512","CIS","97.34","97.92","633","630","","0","1994-11-04",""
"1994-074AX","RESURS 01 DEB","46511","CIS","97.32","97.92","633","629","","0","1994-11-04",""
"1994-074AW","RESURS 01 DEB","46510","CIS","97.38","97.92","638","628","","0","1994-11-04",""
"1994-074AV","RESURS 01 DEB","46509","CIS","97.37","97.92","637","629","","0","1994-11-04",""
"1994-074AU","RESURS 01 DEB","46508","CIS","97.31","97.92","632","627","","0","1994-11-04",""
"2020-068X","OBJECT U","46507","TBD","95.89","97.67","569","554","","0","2020-09-28",""
"2020-068W","OBJECT T","46506","TBD","95.89","97.67","569","554","","0","2020-09-28",""
"2020-068V","OBJECT S","46505","TBD","95.88","97.67","569","554","","0","2020-09-28",""
"2020-068U","OBJECT R","46504","TBD","95.88","97.67","569","554","","0","2020-09-28",""
"2020-068T","LEMUR-2-NICHOL","46503","US","95.87","97.67","569","553","","0","2020-09-28",""
"2020-068S","LEMUR-2-SUSURRUS","46502","US","95.87","97.67","568","553","","0","2020-09-28",""
"2020-068R","LEMUR-2-DAYWZAGOODDAY","46501","US","95.86","97.67","568","552","","0","2020-09-28",""
"2020-068Q","LEMUR-2-SLICERS","46500","US","95.86","97.67","568","552","","0","2020-09-28",""
"2020-068P","KEPLER-5 (AMIDALA)","46499","CA","95.86","97.67","568","552","","0","2020-09-28",""
"2020-068N","KEPLER-5 (ANTILLES)","46498","CA","95.85","97.67","568","551","","0","2020-09-28",""
"2020-068M","ICEYE-X6","46497","FIN","95.82","97.67","568","548","","0","2020-09-28",""
"2020-068L","ICEYE-X7","46496","FIN","95.82","97.66","568","548","","0","2020-09-28",""
"2020-068K","OBJECT G","46495","TBD","95.79","97.66","568","546","","0","2020-09-28",""
"2020-068J","OBJECT F","46494","TBD","95.79","97.67","569","545","","0","2020-09-28",""
"2020-068H","OBJECT E","46493","TBD","95.78","97.67","569","544","","0","2020-09-28",""
"2020-068G","OBJECT D","46492","TBD","95.78","97.67","569","544","","0","2020-09-28",""
"2020-068F","OBJECT C","46491","TBD","95.78","97.67","569","544","","0","2020-09-28",""
"2020-068E","OBJECT B","46490","TBD","95.78","97.67","569","544","","0","2020-09-28",""
"2020-068D","OBJECT A","46489","TBD","95.77","97.66","568","544","","0","2020-09-28",""
"2020-068C","GONETS M 19","46488","CIS","115.86","82.50","1504","1484","","0","2020-09-28",""
"2020-068B","GONETS M 18","46487","CIS","115.89","82.50","1505","1486","","0","2020-09-28",""
"2020-068A","GONETS M 17","46486","CIS","116.03","82.50","1512","1492","","0","2020-09-28",""
"2018-079BY","ATLAS 5 CENTAUR R/B DEB","46485","US","715.47","11.93","32466","7775","","0","2018-10-17",""
"2020-067G","CZ-4B DEB","46484","PRC","97.39","97.88","670","598","","0","2020-09-27",""
"2020-067F","CZ-4B DEB","46483","PRC","96.34","97.96","652","514","","0","2020-09-27",""
"2020-067E","CZ-4B DEB","46482","PRC","97.07","98.03","678","559","","0","2020-09-27",""
"2020-067D","CZ-4B R/B","46481","PRC","95.47","97.96","654","429","","0","2020-09-27",""
"2020-067C","CZ-4B DEB","46480","PRC","97.24","97.98","653","601","","0","2020-09-27",""
"2020-067B","HJ-2B","46479","PRC","97.50","98.05","656","622","","0","2020-09-27",""
"2020-067A","HJ-2A","46478","PRC","97.58","98.05","656","630","","0","2020-09-27",""
"2018-084CN","H-2A DEB","46475","JPN","94.81","97.83","535","484","","0","2018-10-29",""
"2018-084CM","H-2A DEB","46474","JPN","96.25","97.80","641","517","","0","2018-10-29",""
"2018-084CL","H-2A DEB","46473","JPN","95.47","97.81","544","539","","0","2018-10-29",""
"2020-066D","CZ-4B DEB","46472","PRC","103.49","65.91","945","903","","0","2020-09-21",""
"2020-066C","CZ-4B DEB","46471","PRC","103.70","66.08","964","904","","0","2020-09-21",""
"2020-066B","CZ-4B R/B","46470","PRC","100.80","66.06","942","651","","0","2020-09-21",""
"2020-066A","HAIYANG 2C","46469","PRC","104.09","66.00","960","944","","0","2020-09-21",""
"1999-025EZK","FENGYUN 1C DEB","46468","PRC","102.10","98.98","899","817","","0","1999-05-10",""
"1987-011AK","COSMOS 1818 COOLANT","46467","CIS","100.42","65.00","790","767","","0","1987-02-01",""
"1991-056DB","SL-14 DEB","46466","CIS","109.23","82.57","1199","1184","","0","1991-08-15",""
"1991-056DA","SL-14 DEB","46465","CIS","109.80","82.56","1240","1195","","0","1991-08-15",""
"2014-055CL","ATLAS 5 CENTAUR DEB","46464","US","788.45","22.13","35536","8250","","0","2014-09-17",""
"2020-065K","CZ-11 R/B","46463","PRC","92.68","97.47","589","223","","0","2020-09-15",""
"2020-065J","JILIN-01 GAOFEN 3J","46462","PRC","95.39","97.53","548","527","","0","2020-09-15",""
"2020-065H","JILIN-01 GAOFEN 3I","46461","PRC","95.39","97.54","548","528","","0","2020-09-15",""
"2020-065G","JILIN-01 GAOFEN 3H","46460","PRC","95.39","97.53","548","528","","0","2020-09-15",""
"2020-065F","JILIN-01 GAOFEN 3G","46459","PRC","95.40","97.54","547","528","","0","2020-09-15",""
"2020-065E","JILIN-01 GAOFEN 3F","46458","PRC","95.40","97.53","547","528","","0","2020-09-15",""
"2020-065D","JILIN-01 GAOFEN 3E","46457","PRC","95.41","97.54","547","530","","0","2020-09-15",""
"2020-065C","JILIN-01 GAOFEN 3D","46456","PRC","95.41","97.54","547","530","","0","2020-09-15",""
"2020-065B","JILIN-01 GAOFEN 3C","46455","PRC","95.41","97.53","547","530","","0","2020-09-15",""
"2020-065A","JILIN-01 GAOFEN 3B","46454","PRC","95.43","97.53","549","530","","0","2020-09-15",""
"1999-025EZJ","FENGYUN 1C DEB","46453","PRC","103.22","98.40","1036","785","SMALL","0","1999-05-10",""
"1999-025EZH","FENGYUN 1C DEB","46452","PRC","100.85","98.88","805","793","SMALL","0","1999-05-10",""
"1999-025EZG","FENGYUN 1C DEB","46451","PRC","103.08","98.17","1069","739","SMALL","0","1999-05-10",""
"1999-025EZF","FENGYUN 1C DEB","46450","PRC","103.78","98.10","1098","776","SMALL","0","1999-05-10",""
"1999-025EZE","FENGYUN 1C DEB","46449","PRC","101.84","98.87","1001","690","SMALL","0","1999-05-10",""
"1999-025EZD","FENGYUN 1C DEB","46448","PRC","102.37","99.17","930","812","SMALL","0","1999-05-10",""
"1999-025EZC","FENGYUN 1C DEB","46447","PRC","100.95","98.50","930","677","SMALL","0","1999-05-10",""
"1999-025EZB","FENGYUN 1C DEB","46446","PRC","101.77","98.93","893","791","SMALL","0","1999-05-10",""
"1999-025EZA","FENGYUN 1C DEB","46445","PRC","103.15","98.02","1000","816","SMALL","0","1999-05-10",""
"1999-025EYZ","FENGYUN 1C DEB","46444","PRC","101.30","98.61","885","756","SMALL","0","1999-05-10",""
"1999-025EYY","FENGYUN 1C DEB","46443","PRC","102.95","99.30","983","813","SMALL","0","1999-05-10",""
"1999-025EYX","FENGYUN 1C DEB","46442","PRC","98.75","98.48","832","566","SMALL","0","1999-05-10",""
"1999-025EYW","FENGYUN 1C DEB","46441","PRC","108.13","95.30","1511","770","SMALL","0","1999-05-10",""
"1999-025EYV","FENGYUN 1C DEB","46440","PRC","101.64","98.82","969","704","SMALL","0","1999-05-10",""
"1999-025EYU","FENGYUN 1C DEB","46439","PRC","101.54","98.57","925","738","SMALL","0","1999-05-10",""
"1999-025EYT","FENGYUN 1C DEB","46438","PRC","101.91","99.08","913","785","SMALL","0","1999-05-10",""
"1997-051ABQ","IRIDIUM 33 DEB","46437","US","97.67","86.52","697","598","SMALL","0","1997-09-14",""
"1997-051ABP","IRIDIUM 33 DEB","46436","US","97.81","86.31","668","640","SMALL","0","1997-09-14",""
"1997-051ABN","IRIDIUM 33 DEB","46435","US","103.76","86.29","1190","683","SMALL","0","1997-09-14",""
"1993-036BWW","COSMOS 2251 DEB","46434","CIS","99.19","74.01","737","703","SMALL","0","1993-06-16",""
"1993-036BWV","COSMOS 2251 DEB","46433","CIS","102.24","73.96","1002","727","SMALL","0","1993-06-16",""
"1993-036BWU","COSMOS 2251 DEB","46432","CIS","107.99","73.87","1499","769","SMALL","0","1993-06-16",""
"1993-036BWT","COSMOS 2251 DEB","46431","CIS","98.80","74.01","709","693","SMALL","0","1993-06-16",""
"1993-036BWS","COSMOS 2251 DEB","46430","CIS","100.89","73.92","903","699","SMALL","0","1993-06-16",""
"2010-007AR","SL-12 DEB","46429","CIS","347.42","64.36","19716","269","SMALL","0","2010-03-01",""
"2018-084CK","H-2A DEB","46428","JPN","96.72","97.82","641","562","SMALL","0","2018-10-29",""
"2018-084CJ","H-2A DEB","46427","JPN","96.66","97.79","638","560","SMALL","0","2018-10-29",""
"2018-084CH","H-2A DEB","46426","JPN","97.42","97.87","707","563","SMALL","0","2018-10-29",""
"2018-084CG","H-2A DEB","46425","JPN","95.14","97.81","528","523","SMALL","0","2018-10-29",""
"2018-084CF","H-2A DEB","46424","JPN","96.29","97.84","599","563","SMALL","0","2018-10-29",""
"2018-084CE","H-2A DEB","46423","JPN","95.39","97.79","542","533","SMALL","0","2018-10-29",""
"2018-084CD","H-2A DEB","46422","JPN","96.92","97.85","619","603","SMALL","0","2018-10-29",""
"2018-084CC","H-2A DEB","46421","JPN","94.64","97.73","513","489","SMALL","0","2018-10-29",""
"2018-084CB","H-2A DEB","46420","JPN","96.09","97.80","615","528","SMALL","0","2018-10-29",""
"2018-084CA","H-2A DEB","46419","JPN","95.67","97.83","570","532","SMALL","0","2018-10-29",""
"2018-084BZ","H-2A DEB","46418","JPN","96.28","97.85","618","542","SMALL","0","2018-10-29",""
"2018-084BY","H-2A DEB","46417","JPN","95.26","97.81","542","520","SMALL","0","2018-10-29",""
"2018-084BX","H-2A DEB","46416","JPN","95.12","97.86","549","499","SMALL","0","2018-10-29",""
"2018-084BW","H-2A DEB","46415","JPN","96.22","97.80","604","550","SMALL","0","2018-10-29",""
"2018-084BV","H-2A DEB","46414","JPN","95.09","97.84","579","467","SMALL","0","2018-10-29",""
"2011-037LU","FREGAT DEB","46413","CIS","132.42","51.05","3554","902","","0","2011-07-18",""
"2011-037LT","FREGAT DEB","46412","CIS","144.94","50.88","5078","446","","0","2011-07-18",""
"2011-037LS","FREGAT DEB","46411","CIS","126.63","51.52","3472","478","SMALL","0","2011-07-18",""
"2011-037LR","FREGAT DEB","46410","CIS","151.21","51.81","4749","1298","","0","2011-07-18",""
"2011-037LQ","FREGAT DEB","46409","CIS","144.08","51.29","4095","1356","SMALL","0","2011-07-18",""
"2011-037LP","FREGAT DEB","46408","CIS","153.28","51.98","4577","1642","","0","2011-07-18",""
"2011-037LN","FREGAT DEB","46407","CIS","133.69","51.30","3422","1143","SMALL","0","2011-07-18",""
"2011-037LM","FREGAT DEB","46406","CIS","141.51","51.57","4442","792","SMALL","0","2011-07-18",""
"2011-037LL","FREGAT DEB","46405","CIS","120.30","51.07","2521","868","SMALL","0","2011-07-18",""
"2011-037LK","FREGAT DEB","46404","CIS","127.24","51.36","3296","708","MEDIUM","0","2011-07-18",""
"2011-037LJ","FREGAT DEB","46403","CIS","122.02","51.55","3167","375","SMALL","0","2011-07-18",""
"2011-037LH","FREGAT DEB","46402","CIS","107.56","51.59","1794","434","MEDIUM","0","2011-07-18",""
"2011-037LG","FREGAT DEB","46401","CIS","148.29","51.16","4313","1492","","0","2011-07-18",""
"2011-037LF","FREGAT DEB","46400","CIS","152.62","51.50","5036","1128","","0","2011-07-18",""
"2011-037LE","FREGAT DEB","46399","CIS","158.61","51.02","5953","703","","0","2011-07-18",""
"2011-037LD","FREGAT DEB","46398","CIS","132.83","51.29","3639","851","SMALL","0","2011-07-18",""
"2020-064B","CZ-4B R/B","46397","PRC","91.36","97.26","455","228","LARGE","0","2020-09-07",""
"2020-064A","GAOFEN 11 2","46396","PRC","93.66","97.33","666","241","LARGE","0","2020-09-07",""
"2020-063G","OBJECT A","46395","PRC","91.28","50.21","345","330","LARGE","0","2020-09-04",""
"2020-063F","CZ-2F DEB","46394","PRC","92.09","50.46","438","316","SMALL","0","2020-09-04",""
"2020-063E","CZ-2F DEB","46393","PRC","91.21","50.41","377","291","SMALL","0","2020-09-04",""
"2020-063D","CZ-2F DEB","46392","PRC","92.71","49.86","475","340","SMALL","0","2020-09-04",""
"2020-063C","CZ-2F DEB","46391","PRC","93.42","49.90","541","342","SMALL","0","2020-09-04",""
"2020-063B","CZ-2F R/B","46390","PRC","91.21","50.20","344","324","LARGE","0","2020-09-04",""
"2020-062BM","STARLINK-1771","46384","US","94.58","53.00","499","497","LARGE","0","2020-09-03",""
"2020-062BL","STARLINK-1770","46383","US","94.32","53.00","487","485","LARGE","0","2020-09-03",""
"2020-062BK","STARLINK-1769","46382","US","92.14","53.00","381","379","","0","2020-09-03",""
"2020-062BJ","STARLINK-1768","46381","US","92.14","53.00","380","379","MEDIUM","0","2020-09-03",""
"2020-062BH","STARLINK-1758","46380","US","92.14","53.00","380","379","LARGE","0","2020-09-03",""
"2020-062BG","STARLINK-1756","46379","US","92.14","53.00","381","378","MEDIUM","0","2020-09-03",""
"2020-062BF","STARLINK-1751","46378","US","92.14","53.00","381","379","LARGE","0","2020-09-03",""
"2020-062BE","STARLINK-1745","46377","US","92.14","53.00","381","379","MEDIUM","0","2020-09-03",""
"2020-062BD","STARLINK-1742","46376","US","92.14","53.00","380","379","LARGE","0","2020-09-03",""
"2020-062BC","STARLINK-1724","46375","US","92.15","53.00","381","379","LARGE","0","2020-09-03",""
"2020-062BB","STARLINK-1711","46374","US","92.15","53.00","380","379","LARGE","0","2020-09-03",""
"2020-062BA","STARLINK-1691","46373","US","92.14","53.00","381","379","LARGE","0","2020-09-03",""
"2020-062AZ","STARLINK-1689","46372","US","94.02","53.00","472","470","MEDIUM","0","2020-09-03",""
"2020-062AY","STARLINK-1688","46371","US","92.14","53.00","380","379","MEDIUM","0","2020-09-03",""
"2020-062AX","STARLINK-1670","46370","US","92.14","53.00","381","379","LARGE","0","2020-09-03",""
"2020-062AW","STARLINK-1662","46369","US","92.14","53.00","380","379","MEDIUM","0","2020-09-03",""
"2020-062AV","STARLINK-1658","46368","US","92.15","53.00","381","379","MEDIUM","0","2020-09-03",""
"2020-062AU","STARLINK-1652","46367","US","94.14","53.00","478","476","LARGE","0","2020-09-03",""
"2020-062AT","STARLINK-1651","46366","US","92.14","53.00","380","379","LARGE","0","2020-09-03",""
"2020-062AS","STARLINK-1550","46365","US","92.14","53.00","380","379","MEDIUM","0","2020-09-03",""
"2020-062AR","STARLINK-1763","46364","US","92.14","53.00","381","379","LARGE","0","2020-09-03",""
"2020-062AQ","STARLINK-1739","46363","US","92.14","53.00","380","379","LARGE","0","2020-09-03",""
"2020-062AP","STARLINK-1726","46362","US","92.14","53.00","381","379","LARGE","0","2020-09-03",""
"2020-062AN","STARLINK-1722","46361","US","92.14","53.00","381","378","LARGE","0","2020-09-03",""
"2020-062AM","STARLINK-1713","46360","US","92.15","53.00","381","379","LARGE","0","2020-09-03",""
"2020-062AL","STARLINK-1707","46359","US","92.15","53.00","381","379","LARGE","0","2020-09-03",""
"2020-062AK","STARLINK-1690","46358","US","93.98","53.00","470","468","MEDIUM","0","2020-09-03",""
"2020-062AJ","STARLINK-1666","46357","US","92.14","53.00","381","379","MEDIUM","0","2020-09-03",""
"2020-062AH","STARLINK-1665","46356","US","94.10","53.00","476","474","LARGE","0","2020-09-03",""
"2020-062AG","STARLINK-1661","46355","US","94.04","53.00","473","471","LARGE","0","2020-09-03",""
"2020-062AF","STARLINK-1657","46354","US","94.20","53.00","481","479","LARGE","0","2020-09-03",""
"2020-062AE","STARLINK-1656","46353","US","94.26","53.00","484","482","MEDIUM","0","2020-09-03",""
"2020-062AD","STARLINK-1653","46352","US","92.14","53.00","381","379","LARGE","0","2020-09-03",""
"2020-062AC","STARLINK-1646","46351","US","92.14","53.00","380","379","LARGE","0","2020-09-03",""
"2020-062AB","STARLINK-1617","46350","US","93.92","53.00","467","465","LARGE","0","2020-09-03",""
"2020-062AA","STARLINK-1575","46349","US","92.14","53.00","380","379","MEDIUM","0","2020-09-03",""
"2020-062Z","STARLINK-1553","46348","US","92.15","53.00","381","379","LARGE","0","2020-09-03",""
"2020-062Y","STARLINK-1547","46347","US","92.14","53.00","380","379","LARGE","0","2020-09-03",""
"2020-062X","STARLINK-1546","46346","US","92.15","53.00","381","379","MEDIUM","0","2020-09-03",""
"2020-062W","STARLINK-1767","46345","US","94.20","53.00","481","479","LARGE","0","2020-09-03",""
"2020-062V","STARLINK-1765","46344","US","92.14","53.00","380","379","LARGE","0","2020-09-03",""
"2020-062U","STARLINK-1764","46343","US","92.14","53.00","381","379","LARGE","0","2020-09-03",""
"2020-062T","STARLINK-1762","46342","US","94.08","53.00","475","473","","0","2020-09-03",""
"2020-062S","STARLINK-1760","46341","US","92.15","53.00","381","379","","0","2020-09-03",""
"2020-062R","STARLINK-1759","46340","US","94.16","53.00","479","477","LARGE","0","2020-09-03",""
"2020-062Q","STARLINK-1757","46339","US","92.14","53.00","381","379","LARGE","0","2020-09-03",""
"2020-062P","STARLINK-1752","46338","US","94.35","53.00","488","486","MEDIUM","0","2020-09-03",""
"2020-062N","STARLINK-1750","46337","US","92.15","53.00","380","379","LARGE","0","2020-09-03",""
"2020-062M","STARLINK-1738","46336","US","92.14","53.00","380","379","MEDIUM","0","2020-09-03",""
"2020-062L","STARLINK-1727","46335","US","94.00","53.00","471","469","MEDIUM","0","2020-09-03",""
"2020-062K","STARLINK-1725","46334","US","92.14","53.00","380","379","","0","2020-09-03",""
"2020-062J","STARLINK-1723","46333","US","94.25","53.00","483","481","MEDIUM","0","2020-09-03",""
"2020-062H","STARLINK-1721","46332","US","94.14","53.00","478","476","","0","2020-09-03",""
"2020-062G","STARLINK-1719","46331","US","94.07","53.00","475","473","LARGE","0","2020-09-03",""
"2020-062F","STARLINK-1710","46330","US","92.14","53.00","380","379","LARGE","0","2020-09-03",""
"2020-062E","STARLINK-1695","46329","US","92.14","53.00","381","379","LARGE","0","2020-09-03",""
"2020-062D","STARLINK-1686","46328","US","92.14","53.00","381","379","","0","2020-09-03",""
"2020-062C","STARLINK-1673","46327","US","94.27","53.00","484","482","","0","2020-09-03",""
"2020-062B","STARLINK-1654","46326","US","94.14","53.00","478","476","","0","2020-09-03",""
"2020-062A","STARLINK-1734","46325","US","91.51","52.99","351","346","LARGE","0","2020-09-03",""
"2011-037LC","FREGAT DEB","46324","CIS","142.60","52.51","4266","1061","","0","2011-07-18",""
"2011-037LB","FREGAT DEB","46323","CIS","148.37","52.02","4815","997","","0","2011-07-18",""
"2020-061BC","FLOCK 4V 3","46322","US","95.31","97.52","537","530","","0","2020-09-03",""
"2020-061BB","FLOCK 4V 2","46321","US","95.31","97.52","537","531","","0","2020-09-03",""
"2020-061BA","NAPA-1","46320","THAI","95.30","97.52","536","530","","0","2020-09-03",""
"2020-061AZ","KEPLER-2 (TARS)","46319","CA","95.30","97.52","536","530","","0","2020-09-03",""
"2020-061AY","LEMUR 2 URSA AVION","46318","US","95.30","97.52","536","530","","0","2020-09-03",""
"2020-061AX","LEMUR 2 SQUAREJAWS","46317","US","95.30","97.52","536","530","","0","2020-09-03",""
"2020-061AW","LEMUR 2 DJUPROERA","46316","US","95.30","97.52","536","530","","0","2020-09-03",""
"2020-061AV","LEMUR 2 SCHMIDTFALL","46315","US","95.30","97.52","536","531","","0","2020-09-03",""
"2020-061AU","FLOCK 4V 4","46314","US","95.31","97.52","537","530","","0","2020-09-03",""
"2020-061AT","FLOCK 4V 1","46313","US","95.31","97.52","537","531","","0","2020-09-03",""
"2020-061AS","TTU100","46312","EST","95.32","97.51","536","531","","0","2020-09-03",""
"2020-061AR","SPACEBEE-14","46311","US","95.32","97.52","535","532","","0","2020-09-03",""
"2020-061AQ","SPACEBEE-13","46310","US","95.32","97.52","535","532","","0","2020-09-03",""
"2020-061AP","SPACEBEE-12","46309","US","95.32","97.52","535","532","","0","2020-09-03",""
"2020-061AN","SPACEBEE-16","46308","US","95.32","97.52","535","532","","0","2020-09-03",""
"2020-061AM","SPACEBEE-11","46307","US","95.32","97.52","535","532","","0","2020-09-03",""
"2020-061AL","SPACEBEE-17","46306","US","95.32","97.52","535","532","","0","2020-09-03",""
"2020-061AK","SPACEBEE-10","46305","US","95.32","97.52","535","532","","0","2020-09-03",""
"2020-061AJ","SPACEBEE-18","46304","US","95.32","97.52","535","532","","0","2020-09-03",""
"2020-061AH","SPACEBEE-19","46303","US","95.32","97.52","535","532","","0","2020-09-03",""
"2020-061AG","SPACEBEE-15","46302","US","95.32","97.52","535","532","","0","2020-09-03",""
"2020-061AF","SPACEBEE-20","46301","US","95.32","97.52","536","532","","0","2020-09-03",""
"2020-061AE","SPACEBEE-21","46300","US","95.32","97.52","536","532","","0","2020-09-03",""
"2020-061AD","LEMUR 2 OSCARLATOR","46299","US","95.33","97.52","536","533","","0","2020-09-03",""
"2020-061AC","LEMUR 2 ETHANOAKES","46298","US","95.33","97.52","536","533","","0","2020-09-03",""
"2020-061AB","FLOCK 4V 13","46297","US","95.33","97.52","536","533","","0","2020-09-03",""
"2020-061AA","FLOCK 4V 10","46296","US","95.33","97.52","536","533","","0","2020-09-03",""
"2020-061Z","TYVAK-0171","46295","AUS","95.34","97.52","538","532","","0","2020-09-03",""
"2020-061Y","TYVAK-0088","46294","TBD","95.34","97.52","538","533","","0","2020-09-03",""
"2020-061X","3CAT-5/B (TYVAK-0162)","46293","SPN","95.35","97.52","538","533","","0","2020-09-03",""
"2020-061W","3CAT-5/A (TYVAK-0161)","46292","SPN","95.35","97.52","538","533","","0","2020-09-03",""
"2020-061V","FLOCK 4V 7","46291","US","95.36","97.52","538","535","","0","2020-09-03",""
"2020-061U","FLOCK 4V 5","46290","US","95.36","97.52","538","535","","0","2020-09-03",""
"2020-061T","FLOCK 4V 6","46289","US","95.36","97.52","538","535","","0","2020-09-03",""
"2020-061S","FLOCK 4V 8","46288","US","95.37","97.52","538","535","","0","2020-09-03",""
"2020-061R","AMICALSAT","46287","CIS","95.37","97.52","538","535","","0","2020-09-03",""
"2020-061Q","FLOCK 4V 14","46286","US","95.37","97.52","539","534","","0","2020-09-03",""
"2020-061P","FLOCK 4V 11","46285","US","95.37","97.52","539","534","","0","2020-09-03",""
"2020-061N","DIDO 3","46284","ISRA","95.37","97.52","539","534","","0","2020-09-03",""
"2020-061M","FLOCK 4V 12","46283","US","95.37","97.52","539","534","","0","2020-09-03",""
"2020-061L","FLOCK 4V 9","46282","US","95.37","97.52","539","534","","0","2020-09-03",""
"2020-061K","PICASSO-BEL","46281","BEL","95.37","97.52","539","534","","0","2020-09-03",""
"2020-061J","TRISAT","46280","SVN","95.38","97.52","539","534","","0","2020-09-03",""
"2020-061H","SIMBA","46279","BEL","95.38","97.52","540","534","","0","2020-09-03",""
"2020-061G","GHGSAT-C1","46278","CA","94.96","97.46","518","516","MEDIUM","0","2020-09-03",""
"2020-061F","NEMO-HD","46277","SVN","94.98","97.46","520","516","MEDIUM","0","2020-09-03",""
"2020-061E","UPMSAT-2","46276","SPN","94.98","97.46","520","516","MEDIUM","0","2020-09-03",""
"2020-061D","ATHENA","46275","US","94.99","97.46","520","516","MEDIUM","0","2020-09-03",""
"2020-061C","ION-MK01","46274","IT","95.03","97.46","526","515","MEDIUM","0","2020-09-03",""
"2020-061B","ESAIL","46273","CA","95.04","97.47","526","515","MEDIUM","0","2020-09-03",""
"2020-061A","NUSAT-6 HYPATIA","46272","ARGN","94.83","97.43","516","505","MEDIUM","0","2020-09-03",""
"1993-036BWR","COSMOS 2251 DEB","46271","CIS","99.56","74.05","770","706","","0","1993-06-16",""
"2020-060B","CAPELLA-2","46269","US","95.40","45.10","545","531","MEDIUM","0","2020-08-31",""
"2020-060A","RLFL14","46268","US","95.39","45.10","545","530","MEDIUM","0","2020-08-31",""
"2020-059C","TYVAK-0172","46267","US","96.76","97.87","608","599","MEDIUM","0","2020-08-30",""
"2020-059B","GNOMES-1","46266","US","96.78","97.89","608","601","MEDIUM","0","2020-08-30",""
"2020-059A","SAOCOM 1-B","46265","ARGN","96.93","97.88","613","611","LARGE","0","2020-08-30",""
