OBJECT_ID,OBJECT_NAME,NORAD_CAT_ID,COUNTRY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,RCSVALUE,LAUNCH,COMMENT
"1989-061AC","USA 40 R/B DEB","23356","US","154.57","56.91","5830","494","SMALL","0","1989-08-08",""
"1989-061AB","USA 40 R/B DEB","23355","US","172.07","57.01","7161","578","","0","1989-08-08",""
"1989-061AA","USA 40 R/B DEB","23354","US","169.14","57.02","6943","563","SMALL","0","1989-08-08",""
"1989-061Z","USA 40 R/B DEB","23353","US","163.53","56.97","6530","525","SMALL","0","1989-08-08",""
"1989-061Y","USA 40 R/B DEB","23352","US","","","","","","0","1989-08-08","NO ELEMENTS AVAILABLE"
"1989-061X","USA 40 R/B DEB","23351","US","147.98","56.98","5284","495","SMALL","0","1989-08-08",""
"1994-074F","RESURS O1 DEB","23347","CIS","99.24","97.75","819","626","SMALL","0","1994-11-04",""
"1994-074E","RESURS O1 DEB","23346","CIS","100.44","98.44","909","649","SMALL","0","1994-11-04",""
"1994-074D","RESURS O1 DEB","23345","CIS","100.67","97.85","931","650","SMALL","0","1994-11-04",""
"1994-074C","RESURS O1 DEB","23344","CIS","99.04","98.17","804","621","SMALL","0","1994-11-04",""
"1994-074B","SL-16 R/B","23343","CIS","97.51","97.99","645","634","LARGE","0","1994-11-04",""
"1994-074A","RESURS O1","23342","CIS","97.34","97.92","633","630","LARGE","0","1994-11-04",""
"1994-071A","WIND","23333","US","","","","","","0","1994-11-01","HELIOCENTRIC ORBIT (SUN)"
"1994-070A","ASTRA 1D","23331","SES","1436.11","9.27","35800","35773","LARGE","0","1994-11-01",""
"1994-069D","SL-12 R/B(2)","23330","CIS","1438.33","15.08","35929","35732","LARGE","0","1994-10-31",""
"1994-069A","ELEKTRO (GOMS)","23327","CIS","1436.24","15.08","35807","35772","SMALL","0","1994-10-31",""
"1994-068B","IRS P2 R/B","23324","IND","101.61","99.11","877","793","LARGE","0","1994-10-15",""
"1994-068A","IRS P2","23323","IND","101.14","98.95","813","812","LARGE","0","1994-10-15",""
"1994-067D","SL-12 R/B(2)","23322","CIS","1435.92","14.92","35821","35745","LARGE","0","1994-10-13",""
"1994-067A","EXPRESS 1","23319","CIS","1442.54","13.88","35921","35904","LARGE","0","1994-10-13",""
"1994-066B","SL-14 R/B","23318","CIS","97.37","82.54","649","617","LARGE","0","1994-10-11",""
"1994-066A","OKEAN 4","23317","CIS","96.79","82.54","618","591","LARGE","0","1994-10-11",""
"1994-065B","THAICOM 2","23314","THAI","1445.86","7.69","35983","35971","LARGE","0","1994-10-08",""
"1994-065A","SOLIDARIDAD 2","23313","MEX","1456.50","9.09","36199","36171","LARGE","0","1994-10-08",""
"1975-052JZ","DELTA 1 DEB","23310","US","111.69","99.92","1554","1055","SMALL","0","1975-06-12",""
"1975-052JY","DELTA 1 DEB","23309","US","113.26","99.69","1677","1076","SMALL","0","1975-06-12",""
"1974-105C","COSMOS 700 DEB","23308","CIS","103.57","82.95","942","913","SMALL","0","1974-12-26",""
"1994-064A","NSS 703 (INTELSAT 703)","23305","SES","1450.11","8.06","36082","36039","LARGE","0","1994-10-06",""
"1993-059G","SL-16 DEB","23303","CIS","97.01","71.11","629","602","SMALL","0","1993-09-16",""
"1992-093JH","SL-16 DEB","23302","CIS","102.38","71.13","963","779","SMALL","0","1992-12-25",""
"1992-072D","ARIANE 42P+ DEB","23301","FR","410.22","7.24","23257","562","MEDIUM","0","1992-10-28",""
"1985-118U","SL-12 DEB","23297","CIS","308.06","66.92","16319","1144","SMALL","0","1985-12-24",""
"1985-118R","SL-12 DEB","23294","CIS","304.44","65.15","16599","627","MEDIUM","0","1985-12-24",""
"1985-118Q","SL-12 DEB","23293","CIS","337.25","65.69","18680","663","SMALL","0","1985-12-24",""
"1985-118P","SL-12 DEB","23292","CIS","323.62","65.27","17980","491","SMALL","0","1985-12-24",""
"1992-093JG","SL-16 DEB","23282","CIS","100.98","71.19","864","746","SMALL","0","1992-12-25",""
"1994-061B","SL-8 R/B","23279","CIS","103.34","82.97","1454","380","LARGE","0","1994-09-27",""
"1994-061A","COSMOS 2292","23278","CIS","106.13","82.98","1700","394","LARGE","0","1994-09-27",""
"1994-057E","DMSP 5D-2 F12 DEB","23277","US","98.08","98.14","675","659","MEDIUM","0","1994-08-29",""
"1994-017J","USA 101 DEB","23276","US","","","","","","0","1994-03-13","NO ELEMENTS AVAILABLE"
"1992-093JF","SL-16 DEB","23275","CIS","103.12","71.25","985","827","SMALL","0","1992-12-25",""
"1994-017H","USA 101 DEB","23274","US","","","","","","0","1994-03-13","NO ELEMENTS AVAILABLE"
"1994-017G","USA 101 DEB","23273","US","","","","","","0","1994-03-13","NO ELEMENTS AVAILABLE"
"1994-060D","SL-12 R/B(2)","23270","CIS","1438.72","14.80","35879","35797","LARGE","0","1994-09-21",""
"1994-060A","COSMOS 2291","23267","CIS","1436.21","14.73","35804","35774","LARGE","0","1994-09-21",""
"1991-009CW","SL-8 DEB","23265","CIS","117.21","74.00","1678","1432","SMALL","0","1991-02-12",""
"1991-009CV","SL-8 DEB","23264","CIS","118.75","74.06","1825","1424","SMALL","0","1991-02-12",""
"1991-009CU","SL-8 DEB","23263","CIS","118.96","74.13","1765","1503","SMALL","0","1991-02-12",""
"1990-081CS","CZ-4 DEB","23261","PRC","99.75","98.36","764","729","SMALL","0","1990-09-03",""
"1990-081CR","CZ-4 DEB","23260","PRC","98.12","98.00","679","658","SMALL","0","1990-09-03",""
"1990-081CQ","CZ-4 DEB","23259","PRC","100.95","98.52","816","791","SMALL","0","1990-09-03",""
"1990-081CP","CZ-4 DEB","23258","PRC","101.62","98.61","850","820","SMALL","0","1990-09-03",""
"1990-081CK","CZ-4 DEB","23254","PRC","100.26","98.73","821","720","SMALL","0","1990-09-03",""
"1994-057D","DMSP 5D-2 F12 DEB","23250","US","99.40","98.22","736","724","SMALL","0","1994-08-29",""
"1994-056C","ETS 6 DEB","23248","JPN","845.57","14.37","38647","7838","LARGE","0","1994-08-28",""
"1994-054B","TITAN 4 CENTAUR R/B","23247","US","1445.93","12.55","36480","35478","SMALL","0","1994-08-27",""
"1992-021P","ARIANE 44L+ DEB","23245","FR","640.22","4.07","35444","1012","MEDIUM","0","1992-04-15",""
"1992-021N","ARIANE 44L+ DEB","23244","FR","650.05","4.37","35586","1373","LARGE","0","1992-04-15",""
"1989-027C","ARIANE 2 DEB","23243","FR","653.37","2.34","36531","597","MEDIUM","0","1989-04-02",""
"1992-021M","ARIANE 44L+ DEB","23242","FR","641.07","3.85","35587","913","MEDIUM","0","1992-04-15",""
"1992-021L","ARIANE 44L+ DEB","23241","FR","640.96","3.73","35618","877","MEDIUM","0","1992-04-15",""
"1992-021K","ARIANE 44L+ DEB","23240","FR","644.73","3.51","35589","1098","LARGE","0","1992-04-15",""
"1992-021J","ARIANE 44L+ DEB","23239","FR","643.60","3.84","35547","1083","MEDIUM","0","1992-04-15",""
"1992-021H","ARIANE 44L+ DEB","23238","FR","641.43","4.01","35553","965","MEDIUM","0","1992-04-15",""
"1992-021G","ARIANE 44L+ DEB","23237","FR","640.01","3.72","35556","890","MEDIUM","0","1992-04-15",""
"1994-057A","DMSP 5D-2 F12 (USA 106)","23233","US","101.72","98.98","849","831","LARGE","0","1994-08-29",""
"1991-015H","ARIANE 44LP DEB","23232","FR","108.60","6.96","2134","190","MEDIUM","0","1991-03-02",""
"1994-056A","ETS 6","23230","JPN","861.79","15.16","38799","8441","LARGE","0","1994-08-28",""
"1994-055C","OPTUS B3 PKM","23229","AUS","679.59","24.15","38053","401","LARGE","0","1994-08-27",""
"1994-055A","OPTUS B3","23227","AUS","1459.02","9.19","36261","36208","LARGE","0","1994-08-27",""
"1994-054A","USA 105","23223","US","1435.99","11.92","35907","35662","","0","1994-08-27",""
"1994-050F","SL-12 R/B(2)","23208","CIS","674.70","65.69","19182","19026","LARGE","0","1994-08-11",""
"1994-050C","COSMOS 2288 (GLONASS)","23205","CIS","675.73","65.70","19135","19124","LARGE","0","1994-08-11",""
"1994-050B","COSMOS 2289 (GLONASS)","23204","CIS","675.73","65.70","19155","19105","LARGE","0","1994-08-11",""
"1994-050A","COSMOS 2287 (GLONASS)","23203","CIS","675.73","65.71","19152","19108","LARGE","0","1994-08-11",""
"1994-049C","ARIANE 44LP+ R/B","23201","FR","607.92","6.65","34436","351","LARGE","0","1994-08-10",""
"1994-049B","TURKSAT 1B","23200","TURK","1453.81","11.70","36208","36058","LARGE","0","1994-08-10",""
"1994-049A","BRAZILSAT B1","23199","BRAZ","1450.85","9.83","36090","36060","LARGE","0","1994-08-10",""
"1994-046B","APEX R/B","23198","US","105.16","69.96","1657","347","LARGE","0","1994-08-03",""
"1994-048D","SL-6 R/B(2)","23197","CIS","706.44","67.81","35864","3930","LARGE","0","1994-08-05",""
"1994-048A","COSMOS 2286","23194","CIS","718.45","67.03","36863","3524","LARGE","0","1994-08-05",""
"1994-047A","DIRECTV 2 (DBS 2)","23192","US","1459.90","10.04","36286","36216","LARGE","0","1994-08-03",""
"1994-046A","APEX","23191","US","99.14","69.91","1106","330","LARGE","0","1994-08-03",""
"1994-045B","SL-8 R/B","23190","CIS","104.80","74.03","1000","970","LARGE","0","1994-08-02",""
"1994-045A","COSMOS 2285","23189","CIS","104.93","74.03","1010","973","LARGE","0","1994-08-02",""
"1994-043A","APSTAR 1","23185","PRC","1448.98","11.22","36063","36014","LARGE","0","1994-07-21",""
"1994-041B","SL-8 R/B","23180","CIS","104.50","82.94","993","949","LARGE","0","1994-07-14",""
"1994-041A","NADEZHDA 4","23179","CIS","104.61","82.94","1003","949","LARGE","0","1994-07-14",""
"1994-040C","ARIANE 44L+ R/B","23177","FR","627.40","7.15","35405","392","LARGE","0","1994-07-08",""
"1994-040B","BS-3N","23176","JPN","1452.31","11.07","36127","36080","LARGE","0","1994-07-08",""
"1994-040A","INTELSAT 2 (PAS 2)","23175","US","1451.75","8.69","36105","36080","LARGE","0","1994-07-08",""
"1994-038D","SL-12 R/B(2)","23171","CIS","1448.30","14.41","36133","35917","LARGE","0","1994-07-06",""
"1994-038A","COSMOS 2282","23168","CIS","1436.45","14.18","35831","35756","LARGE","0","1994-07-06",""
"1989-061W","USA 40 R/B DEB","23167","US","","","","","","0","1989-08-08","NO ELEMENTS AVAILABLE"
"1989-061V","USA 40 R/B DEB","23166","US","","","","","","0","1989-08-08","NO ELEMENTS AVAILABLE"
"1989-061U","USA 40 R/B DEB","23165","US","","","","","","0","1989-08-08","NO ELEMENTS AVAILABLE"
"1989-061T","USA 40 R/B DEB","23164","US","","","","","","0","1989-08-08","NO ELEMENTS AVAILABLE"
"1989-061S","USA 40 R/B DEB","23163","US","","","","","","0","1989-08-08","NO ELEMENTS AVAILABLE"
"1989-061R","USA 40 R/B DEB","23162","US","","","","","","0","1989-08-08","NO ELEMENTS AVAILABLE"
"1989-061Q","USA 40 R/B DEB","23161","US","","","","","","0","1989-08-08","NO ELEMENTS AVAILABLE"
"1989-061P","USA 40 R/B DEB","23160","US","","","","","","0","1989-08-08","NO ELEMENTS AVAILABLE"
"1989-061N","USA 40 R/B DEB","23159","US","146.69","56.99","5219","452","SMALL","0","1989-08-08",""
"1989-061M","USA 40 R/B DEB","23158","US","181.98","56.98","7979","540","","0","1989-08-08",""
"1994-035A","UFO 3 (USA 104)","23132","US","1435.93","11.54","35786","35780","LARGE","0","1994-06-24",""
"1989-061L","USA 40 R/B DEB","23131","US","160.04","56.98","6280","492","","0","1989-08-08",""
"1988-077M","TITAN 34D TRANSTAGE DEB","23130","US","717.93","27.28","39586","776","LARGE","0","1988-09-02",""
"1994-017F","USA 101 DEB","23129","US","","","","","","0","1994-03-13","NO ELEMENTS AVAILABLE"
"1994-017E","USA 101 DEB","23128","US","","","","","","0","1994-03-13","NO ELEMENTS AVAILABLE"
"1994-034D","ARIANE 44LP+ R/B","23127","FR","639.58","7.60","36002","422","LARGE","0","1994-06-17",""
"1994-034C","STRV 1B","23126","UK","425.27","7.17","24501","208","MEDIUM","0","1994-06-17",""
"1994-034B","STRV 1A","23125","UK","448.09","7.17","25798","240","MEDIUM","0","1994-06-17",""
"1994-034A","INTELSAT 702","23124","ITSO","1455.48","6.82","36215","36116","LARGE","0","1994-06-17",""
"1993-073E","METEOSAT 6 AKM","23118","ESA","1439.99","15.04","36151","35575","MEDIUM","0","1993-11-20",""
"1994-030D","SL-12 R/B(2)","23111","CIS","1386.78","13.74","35002","34629","LARGE","0","1994-05-20",""
"1994-030A","GORIZONT 30","23108","CIS","1435.91","14.79","35787","35779","LARGE","0","1994-05-20",""
"1994-029B","PEGASUS R/B","23106","US","97.99","81.96","751","574","SMALL","0","1994-05-19",""
"1994-029A","STEP 2","23105","US","97.56","81.94","718","566","LARGE","0","1994-05-19",""
"1994-017D","USA 101 DEB","23103","US","","","","","","0","1994-03-13","NO ELEMENTS AVAILABLE"
"1994-026A","USA 103","23097","US","717.77","63.84","38655","1699","","0","1994-05-03",""
"1994-023F","SL-16 DEB","23094","CIS","104.83","70.99","1133","839","SMALL","0","1994-04-23",""
"1994-024B","SL-8 R/B","23093","CIS","104.51","82.94","979","964","LARGE","0","1994-04-26",""
"1994-024A","COSMOS 2279","23092","CIS","104.62","82.95","1002","952","LARGE","0","1994-04-26",""
"1994-023E","SL-16 DEB","23091","CIS","104.87","70.98","1136","841","SMALL","0","1994-04-23",""
"1994-023D","SL-16 DEB","23090","CIS","104.72","71.03","1124","839","SMALL","0","1994-04-23",""
"1994-023C","SL-16 DEB","23089","CIS","104.83","71.03","1132","841","SMALL","0","1994-04-23",""
"1994-023B","SL-16 R/B","23088","CIS","101.79","71.00","845","842","LARGE","0","1994-04-23",""
"1994-023A","COSMOS 2278","23087","CIS","101.85","71.06","853","840","LARGE","0","1994-04-23",""
"1994-022A","GOES 8","23051","US","1455.91","12.65","36192","36155","LARGE","0","1994-04-13",""
"1994-021F","SL-12 R/B(2)","23048","CIS","675.06","64.81","19146","19079","LARGE","0","1994-04-11",""
"1994-021C","COSMOS 2275 (GLONASS)","23045","CIS","675.73","64.79","19196","19064","LARGE","0","1994-04-11",""
"1994-021B","COSMOS 2277 (GLONASS)","23044","CIS","675.73","64.80","19264","18995","LARGE","0","1994-04-11",""
"1994-021A","COSMOS 2276 (GLONASS)","23043","CIS","675.74","64.81","19180","19081","LARGE","0","1994-04-11",""
"1988-077L","TITAN 34D TRANSTAGE DEB","23041","US","658.81","26.38","37095","309","","0","1988-09-02",""
"1988-077K","TITAN 34D TRANSTAGE DEB","23040","US","664.14","27.28","37312","363","MEDIUM","0","1988-09-02",""
"1988-077J","TITAN 34D TRANSTAGE DEB","23039","US","708.42","27.37","39321","571","LARGE","0","1988-09-02",""
"1988-077H","TITAN 34D TRANSTAGE DEB","23038","US","549.67","26.72","31326","373","MEDIUM","0","1988-09-02",""
"1988-077G","TITAN 34D TRANSTAGE DEB","23037","US","","","","","","0","1988-09-02","NO ELEMENTS AVAILABLE"
"1994-017C","TAURUS R/B","23032","US","","","","","","0","1994-03-13","NO ELEMENTS AVAILABLE"
"1994-017B","USA 102","23031","US","","","","","","0","1994-03-13","NO ELEMENTS AVAILABLE"
"1994-017A","USA 101","23030","US","","","","","","0","1994-03-13","NO ELEMENTS AVAILABLE"
"1994-016A","NAVSTAR 36 (USA 100)","23027","US","771.40","54.80","21570","21397","LARGE","0","1994-03-10",""
"1994-013C","DELTA 2 R/B(2)","23018","US","711.49","24.71","37116","2929","LARGE","0","1994-02-19",""
"1994-013A","GALAXY 1R","23016","US","1451.31","10.42","36094","36073","LARGE","0","1994-02-19",""
"1994-012D","SL-12 R/B(2)","23013","CIS","1467.78","15.49","36559","36250","LARGE","0","1994-02-18",""
"1994-012A","RADUGA 31","23010","CIS","1435.24","14.86","35792","35748","LARGE","0","1994-02-18",""
"1993-036C","SL-8 DEB","23007","CIS","99.88","74.03","760","745","SMALL","0","1993-06-16",""
"1994-011G","SL-14 R/B","23005","CIS","114.72","82.57","1476","1410","LARGE","0","1994-02-12",""
"1994-011F","COSMOS 2273","23004","CIS","114.03","82.58","1415","1408","LARGE","0","1994-02-12",""
"1994-011E","COSMOS 2272","23003","CIS","113.89","82.57","1414","1396","MEDIUM","0","1994-02-12",""
"1994-011D","COSMOS 2271","23002","CIS","113.97","82.57","1414","1404","MEDIUM","0","1994-02-12",""
"1994-011C","COSMOS 2270","23001","CIS","114.03","82.58","1416","1406","LARGE","0","1994-02-12",""
"1994-011B","COSMOS 2269","23000","CIS","114.12","82.57","1420","1410","LARGE","0","1994-02-12",""
"1994-011A","COSMOS 2268","22999","CIS","114.18","82.58","1425","1411","LARGE","0","1994-02-12",""
"1994-010A","SJ-4","22996","PRC","311.83","28.90","17405","304","LARGE","0","1994-02-08",""
"1994-006E","ODERACS D","22993","US","","","","","","0","1994-02-03","NO ELEMENTS AVAILABLE"
"1994-006D","ODERACS C","22992","US","","","","","","0","1994-02-03","NO ELEMENTS AVAILABLE"
"1994-009B","TITAN 4 CENTAUR R/B","22989","US","1431.63","14.02","35741","35657","SMALL","0","1994-02-07",""
"1994-009A","USA 99","22988","US","1436.07","14.34","35792","35780","SMALL","0","1994-02-07",""
"1994-008D","SL-12 R/B(2)","22984","CIS","1469.91","15.57","36555","36336","LARGE","0","1994-02-05",""
"1994-008A","RADUGA 1-3","22981","CIS","1436.91","14.89","35815","35790","LARGE","0","1994-02-05",""
"1994-007C","H-2 R/B","22980","JPN","490.44","28.61","28132","314","LARGE","0","1994-02-03",""
"1994-007B","VEP","22979","JPN","638.46","29.20","35961","405","LARGE","0","1994-02-03",""
"1994-004A","CLEMENTINE 1 (DSPSE)","22973","US","","","","","LARGE","0","1994-01-25","HELIOCENTRIC ORBIT (SUN)"
"1994-003C","TUBSAT B","22971","GER","109.33","82.56","1208","1184","MEDIUM","0","1994-01-25",""
"1994-003B","SL-14 R/B","22970","CIS","109.34","82.56","1208","1184","LARGE","0","1994-01-25",""
"1994-003A","METEOR 3-6","22969","CIS","109.34","82.56","1207","1185","LARGE","0","1994-01-25",""
"1994-002D","SL-12 R/B(2)","22966","CIS","1447.69","15.10","36198","35829","LARGE","0","1994-01-20",""
"1994-002A","GALS 1","22963","CIS","1436.99","14.68","35839","35769","LARGE","0","1994-01-20",""
"1993-079D","SL-6 R/B(2)","22952","CIS","696.02","63.63","37545","1730","LARGE","0","1993-12-22",""
"1993-079A","MOLNIYA 1-87","22949","CIS","709.85","63.43","37901","2062","LARGE","0","1993-12-22",""
"1993-078B","THAICOM 1","22931","THAI","1451.90","8.40","36109","36082","MEDIUM","0","1993-12-18",""
"1993-078A","DIRECTV 1 (DBS 1)","22930","US","1454.72","8.65","36187","36113","LARGE","0","1993-12-18",""
"1993-077A","TELSTAR 401","22927","US","1436.16","14.90","35828","35748","LARGE","0","1993-12-16",""
"1993-076C","DELTA 2 R/B(2)","22923","US","642.55","22.80","35787","789","LARGE","0","1993-12-08",""
"1993-076A","NATO 4B","22921","NATO","1461.67","12.57","36303","36268","LARGE","0","1993-12-08",""
"1988-023D","COSMOS 1934 DEB","22919","CIS","103.60","82.95","954","903","SMALL","0","1988-03-22",""
"1993-074B","IABS R/B","22916","US","1440.53","15.12","36137","35610","SMALL","0","1993-11-28",""
"1993-074A","USA 97","22915","US","1461.43","11.89","36320","36242","SMALL","0","1993-11-28",""
"1993-073C","ARIANE 44LP+ R/B","22913","FR","181.08","6.74","8210","239","LARGE","0","1993-11-20",""
"1993-073B","METEOSAT 6","22912","EUME","1454.74","13.94","36164","36137","LARGE","0","1993-11-20",""
"1993-073A","SOLIDARIDAD 1","22911","MEX","1436.05","13.70","35797","35775","LARGE","0","1993-11-20",""
"1993-072D","SL-12 R/B(2)","22910","CIS","1395.84","13.91","35073","34917","LARGE","0","1993-11-18",""
"1993-072A","GORIZONT 29","22907","CIS","1437.73","14.81","35871","35766","LARGE","0","1993-11-18",""
"1993-070B","SL-8 R/B","22889","CIS","104.50","82.94","1009","934","LARGE","0","1993-11-02",""
"1993-070A","COSMOS 2266","22888","CIS","104.73","82.95","1017","947","LARGE","0","1993-11-02",""
"1993-069D","SL-12 R/B(2)","22883","CIS","1433.03","14.74","35757","35696","LARGE","0","1993-10-28",""
"1993-069A","GORIZONT 28","22880","CIS","1445.00","14.88","36097","35825","LARGE","0","1993-10-28",""
"1993-068A","NAVSTAR 35 (USA 96)","22877","US","763.76","55.03","21324","21275","LARGE","0","1993-10-26",""
"1993-066A","INTELSAT 701","22871","ITSO","1449.84","6.52","36064","36046","LARGE","0","1993-10-22",""
"1992-021E","ARIANE 44L+ DEB","22850","FR","640.60","3.76","35587","889","LARGE","0","1992-04-15",""
"1992-089D","DELTA 2 DEB","22849","US","125.63","34.92","3660","202","SMALL","0","1992-12-18",""
"1991-009CN","SL-8 DEB","22843","CIS","116.30","74.02","1704","1324","SMALL","0","1991-02-12",""
"1991-009CM","SL-8 DEB","22842","CIS","116.50","73.88","1634","1413","SMALL","0","1991-02-12",""
"1991-009CL","SL-8 DEB","22841","CIS","117.75","74.04","1684","1476","SMALL","0","1991-02-12",""
"1991-009CK","SL-8 DEB","22840","CIS","116.27","73.95","1649","1377","SMALL","0","1991-02-12",""
"1993-062D","SL-12 R/B(2)","22839","CIS","1436.32","14.81","35845","35737","LARGE","0","1993-09-30",""
"1993-062A","RADUGA 30","22836","CIS","1436.26","14.85","35805","35775","MEDIUM","0","1993-09-30",""
"1993-061H","ARIANE 40 R/B","22830","FR","100.60","98.75","794","779","LARGE","0","1993-09-26",""
"1993-061G","POSAT 1","22829","POR","100.62","98.91","795","781","MEDIUM","0","1993-09-26",""
"1993-061F","KITSAT B","22828","SKOR","100.65","98.92","796","782","MEDIUM","0","1993-09-26",""
"1993-061E","HEALTHSAT 1","22827","US","100.60","98.90","793","781","MEDIUM","0","1993-09-26",""
"1993-061D","ITAMSAT","22826","IT","100.67","98.92","797","784","MEDIUM","0","1993-09-26",""
"1993-061C","EYESAT A","22825","US","100.69","98.93","798","785","MEDIUM","0","1993-09-26",""
"1993-061B","STELLA","22824","FR","100.88","98.97","806","795","MEDIUM","0","1993-09-26",""
"1993-061A","SPOT 3","22823","FR","101.46","99.08","840","815","LARGE","0","1993-09-26",""
"1988-077F","TITAN 34D TRANSTAGE DEB","22818","US","579.75","26.75","32943","364","SMALL","0","1988-09-02",""
"1992-093JC","SL-16 DEB","22816","CIS","101.42","71.46","913","739","SMALL","0","1992-12-25",""
"1991-076H","USA 74 DEB","22814","US","","","","","","0","1991-11-08","NO ELEMENTS AVAILABLE"
"1991-076G","USA 74 DEB","22813","US","","","","","","0","1991-11-08","NO ELEMENTS AVAILABLE"
"1992-093JB","SL-16 DEB","22812","CIS","102.90","70.69","994","798","SMALL","0","1992-12-25",""
"1993-059F","SL-16 DEB","22807","CIS","104.96","71.02","1144","841","SMALL","0","1993-09-16",""
"1993-059E","SL-16 DEB","22806","CIS","104.86","71.02","1135","841","SMALL","0","1993-09-16",""
"1993-059D","SL-16 DEB","22805","CIS","105.10","70.97","1158","841","SMALL","0","1993-09-16",""
"1993-059C","SL-16 DEB","22804","CIS","105.00","70.97","1150","839","SMALL","0","1993-09-16",""
"1993-059B","SL-16 R/B","22803","CIS","101.64","70.99","849","823","LARGE","0","1993-09-16",""
"1993-059A","COSMOS 2263","22802","CIS","101.90","70.92","867","830","LARGE","0","1993-09-16",""
"1993-050C","NOAA 13 DEB","22801","US","95.46","98.98","543","539","SMALL","0","1993-08-09",""
"1993-058D","TOS R/B","22797","US","683.18","14.92","38307","327","LARGE","0","1993-09-12",""
"1993-058B","ACTS","22796","US","1436.10","14.56","35950","35624","LARGE","0","1993-09-12",""
"1993-056A","UFO 2 (USA 95)","22787","US","1436.10","11.31","35826","35748","SMALL","0","1993-09-03",""
"1993-026D","ALEXIS DEB","22786","US","","","","","","0","1993-04-25","NO ELEMENTS AVAILABLE"
"1993-026C","ALEXIS DEB","22785","US","","","","","","0","1993-04-25","NO ELEMENTS AVAILABLE"
"1993-055C","SL-14 R/B","22784","CIS","104.09","82.55","967","936","LARGE","0","1993-08-31",""
"1993-055B","TEMISAT","22783","IT","104.07","82.55","967","935","MEDIUM","0","1993-08-31",""
"1993-055A","METEOR 2-21","22782","CIS","104.06","82.55","966","935","LARGE","0","1993-08-31",""
"1993-054A","NAVSTAR 34 (USA 94)","22779","US","761.38","54.47","21380","21104","LARGE","0","1993-08-30",""
"1993-051D","SL-6 R/B(2)","22744","CIS","700.36","66.13","36791","2700","LARGE","0","1993-08-10",""
"1993-050A","NOAA 13","22739","US","101.93","98.46","856","844","LARGE","0","1993-08-09",""
"1993-046C","IABS R/B","22738","US","1409.88","14.23","35630","34914","SMALL","0","1993-07-19",""
"1993-048C","ARIANE 44L+ R/B","22725","FR","544.44","7.17","31088","329","LARGE","0","1993-07-22",""
"1993-048B","INSAT 2B","22724","IND","1440.22","13.75","35923","35812","LARGE","0","1993-07-22",""
"1993-048A","HISPASAT 1B","22723","SPN","1444.10","12.04","35947","35939","LARGE","0","1993-07-22",""
"1993-046A","USA 93","22719","US","1453.81","12.12","36151","36114","SMALL","0","1993-07-19",""
"1989-061K","USA 40 R/B DEB","22718","US","","","","","","0","1989-08-08","NO ELEMENTS AVAILABLE"
"1993-041D","SCOUT G-1 DEB","22707","US","101.14","90.13","916","710","SMALL","0","1993-06-25",""
"1993-041C","SCOUT G-1 DEB","22706","US","99.89","89.31","774","733","SMALL","0","1993-06-25",""
"1993-042A","NAVSTAR 33 (USA 92)","22700","US","760.17","54.95","21242","21184","LARGE","0","1993-06-26",""
"1993-041B","SCOUT G-1 R/B","22699","US","101.05","89.57","873","744","MEDIUM","0","1993-06-25",""
"1993-041A","RADCAL","22698","US","101.16","89.57","879","748","MEDIUM","0","1993-06-25",""
"1993-039A","HGS 4 (GALAXY 4)","22694","US","1436.07","14.59","35828","35745","LARGE","0","1993-06-25",""
"1993-038G","SL-14 R/B","22693","CIS","114.76","82.59","1480","1409","LARGE","0","1993-06-24",""
"1993-038F","COSMOS 2257","22692","CIS","114.09","82.57","1420","1407","MEDIUM","0","1993-06-24",""
"1993-038E","COSMOS 2256","22691","CIS","113.93","82.57","1413","1401","LARGE","0","1993-06-24",""
"1993-038D","COSMOS 2255","22690","CIS","113.99","82.58","1414","1405","MEDIUM","0","1993-06-24",""
"1993-038C","COSMOS 2254","22689","CIS","113.85","82.58","1412","1394","LARGE","0","1993-06-24",""
"1993-038B","COSMOS 2253","22688","CIS","114.15","82.58","1426","1407","MEDIUM","0","1993-06-24",""
"1993-038A","COSMOS 2252","22687","CIS","113.99","82.58","1416","1403","LARGE","0","1993-06-24",""
"1993-036B","SL-8 R/B","22676","CIS","100.42","74.04","792","764","LARGE","0","1993-06-16",""
"1993-036A","COSMOS 2251","22675","CIS","100.52","74.04","801","765","LARGE","0","1993-06-16",""
"1993-035A","MOLNIYA 1-86","22671","CIS","255.95","63.11","13447","504","LARGE","0","1993-05-26",""
"1992-072C","ARIANE 42P+ DEB","22670","FR","394.33","6.72","22558","311","LARGE","0","1992-10-28",""
"1988-077E","TITAN 34D TRANSTAGE DEB","22669","US","685.17","26.39","38352","382","LARGE","0","1988-09-02",""
"1988-077D","TITAN 34D TRANSTAGE DEB","22668","US","676.58","26.61","37925","377","LARGE","0","1988-09-02",""
"1992-093JA","SL-16 DEB","22665","CIS","102.47","71.08","926","825","SMALL","0","1992-12-25",""
"1993-032A","NAVSTAR 32 (USA 91)","22657","US","767.20","55.09","21493","21272","LARGE","0","1993-05-13",""
"1993-031C","ARIANE 42L R/B","22655","FR","508.57","5.18","29189","266","LARGE","0","1993-05-12",""
"1993-031B","ARASENE","22654","FR","1012.62","1.49","36765","17286","MEDIUM","0","1993-05-12",""
