,Unnamed: 0_x,Unnamed: 0.1,Name_x,Event Date,Event Type,COSPAR ID,Catalogued Objects,Objects on Orbit,Objects > 1 cm,Objects > 10 cm,Last Update,Unnamed: 10,Unnamed: 0_y,#JCAT,Satcat,Piece,Type,Name_y,LDate,SDate,Primary,DDate,Status,Owner,State,Manufacturer,Mass,MassFlag,DryMass,DryFlag,TotMass,TotFlag,Length,LFlag,Diameter,DFlag,Span,SpanFlag,Shape,ODate,Perigee,PF,Apogee,AF,Inc,IF,OpOrbit,LYear,DYear,OBJECT_ID,NORAD_CAT_ID,COUNTRY,RCS_SIZE,large_event
0,0,,Zenit-2 second stage,28 Dec 1985,Propulsion,1985-121F,0.0,,,,04 Dec 2017,,16418.0,S16439,16439.0,1985-121F,C  F        ,Sep Motor Cover,1985 Dec 28,1985 Dec 28 0933?,Earth,1990 Apr  4,R,GUKOS,SU,YUZH,1.0,?,1.0,?,0.0,?,0.0, ,1.0,?,1.0,?,Cone,1986 Jan 29,421.0, ,     849, ,71.01, ,LEO/I,1985.0,1990.0,1985-121F,16439.0,CIS,LARGE,0.0
1,1,,Tsyklon-3-3 (Tsyklon SL-14 (F-2)),15 Feb 1998,Propulsion,1987-068B,107.0,41.0,13358.0,346.0,24 Oct 2018,,18292.0,S18313,18313.0,1987-068B,R3          ,S5M,1987 Aug 18,1987 Aug 18 0234?,Earth,2100,O,UNKS,SU,YUZH,1600.0, ,1600.0, ,1600.0, ,2.8, ,2.2, ,2.8, ,Cyl,1987 Sep 17,942.0, ,     957, ,82.56, ,LEO/I,1987.0,2100.0,1987-068B,18313.0,CIS,LARGE,1.0
2,2,,Cosmos-886,27 Dec 1976,Deliberate,1976-126A,77.0,57.0,9674.0,190.0,24 Oct 2018,,9625.0,S09634,9634.0,1976-126A,P           ,Kosmos-886,1976 Dec 27,1976 Dec 27 1210,Earth,1976 Dec 27 1532,E,PKO,SU,KOMET,1400.0, ,1400.0,?,1400.0, ,4.2,?,1.8,?,4.2,?,Cyl + Truss,1977 Jan  7,595.0, ,    2310, ,65.83, ,LEO/I,1976.0,1976.0,1976-126A,9634.0,CIS,LARGE,1.0
3,3,,Cosmos-903,08 Jun 1978,Accidental,1977-027A,5.0,3.0,3078.0,176.0,24 Oct 2018,,9902.0,S09911,9911.0,1977-027A,P           ,Kosmos-903,1977 Apr 11,1977 Apr 11 0241?,Earth,2014 Aug  4 0830?,R,PVO,SU,NPOL/KOMET,1250.0,?,1150.0,?,1250.0,?,4.0, ,2.0, ,5.0, ,Cyl + 2 Pan,1977 May 11,646.0, ,   39720, ,62.84, ,HEO/M,1977.0,2014.0,1977-027A,9911.0,CIS,LARGE,0.0
4,4,,Cosmos-917,30 Mar 1979,Accidental,1977-047A,13.0,11.0,2935.0,76.0,24 Oct 2018,,10050.0,S10059,10059.0,1977-047A,P           ,Kosmos-917,1977 Jun 16,1977 Jun 16 0301?,Earth,2100,O,PVO,SU,NPOL/KOMET,1250.0,?,1150.0,?,1250.0,?,4.0, ,2.0, ,5.0, ,Cyl + 2 Pan,1977 Jul 25,621.0, ,   39725, ,62.9, ,HEO/M,1977.0,2100.0,1977-047A,10059.0,CIS,LARGE,1.0
5,5,,DELTA P (Delta 2914),14 Jul 1977,Propulsion,1977-065B,177.0,58.0,16640.0,431.0,24 Oct 2018,,10135.0,S10144,10144.0,1977-065B,R2          ,Delta 132,1977 Jul 14,1977 Jul 14 1048,Earth,2100,E,GSFC,US,MDAC,845.0, ,845.0, ,845.0, ,6.0, ,1.4, ,6.0, ,Cyl + Skirt + Nozzle,1993 Aug  5,516.0, ,    1810, ,29.09, ,LEO/I,1977.0,2100.0,1977-065B,10144.0,US,LARGE,1.0
6,6,,Cosmos-931,24 Oct 1977,Accidental,1977-068A,5.0,4.0,3049.0,206.0,24 Oct 2018,,10141.0,S10150,10150.0,1977-068A,P           ,Kosmos-931,1977 Jul 20,1977 Jul 20 0547?,Earth,2100,O,PVO,SU,NPOL/KOMET,1250.0,?,1150.0,?,1250.0,?,4.0, ,2.0, ,5.0, ,Cyl + 2 Pan,1977 Aug 19,637.0, ,   39719, ,62.8, ,HEO/M,1977.0,2100.0,1977-068A,10150.0,CIS,LARGE,0.0
7,7,,Ekran 2,23 Jun 1978,Electrical,1977-092A,4.0,4.0,3089.0,165.0,24 Oct 2018,,10356.0,S10365,10365.0,1977-092A,P           ,Ekran,1977 Sep 20,1977 Sep 21 0005?,Earth,2100,O,MSVYAZ,SU,NPOPM,2000.0, ,1850.0,?,2000.0, ,5.5,?,2.5,?,9.0,?,Cyl + 2 Pan + Plate,1977 Nov  1,35770.0, ,   35803, ,0.33, ,GEO/S,1977.0,2100.0,1977-092A,10365.0,CIS,LARGE,0.0
8,8,,Cosmos-970,21 Dec 1977,Deliberate,1977-121A,69.0,63.0,11464.0,225.0,24 Oct 2018,,10522.0,S10531,10531.0,1977-121A,P           ,Kosmos-970,1977 Dec 21,1977 Dec 21 1040,Earth,1977 Dec 21 1710,E,PKO,SU,KOMET,1400.0, ,1400.0,?,1400.0, ,4.2,?,1.8,?,4.2,?,Cyl + Truss,1978 Jan  6,937.0, ,    1139, ,65.86, ,LEO/I,1977.0,1977.0,1977-121A,10531.0,CIS,LARGE,1.0
9,9,,DELTA P (Delta 2910),27 Jan 1981,Propulsion,1978-026C,247.0,152.0,29988.0,773.0,24 Oct 2018,,10695.0,S10704,10704.0,1978-026C,R2          ,Delta 139,1978 Mar  5,1978 Mar  5 1805,Earth,1981 Jan 27,E,GSFC,US,MDAC,845.0, ,845.0, ,845.0, ,6.0, ,1.4, ,6.0, ,Cyl + Skirt + Nozzle,1991 Mar 11,668.0, ,     875, ,98.63, ,LEO/S,1978.0,1981.0,1978-026C,10704.0,US,LARGE,1.0
10,10,,Cosmos-1030,10 Oct 1978,Accidental,1978-083A,12.0,9.0,1129.0,30.0,24 Oct 2018,,11006.0,S11015,11015.0,1978-083A,P           ,Kosmos-1030,1978 Sep  6,1978 Sep  6 0407?,Earth,2004 Aug 17,R,PVO,SU,NPOL/KOMET,1250.0,?,1150.0,?,1250.0,?,4.0, ,2.0, ,5.0, ,Cyl + 2 Pan,1978 Oct 12,667.0, ,   39737, ,62.85, ,HEO/M,1978.0,2004.0,1978-083A,11015.0,CIS,LARGE,1.0
11,11,,DELTA P (Delta 2910),26 Dec 1981,Propulsion,1978-098B,1.0,,247.0,7.0,24 Oct 2018,,11072.0,S11081,11081.0,1978-098B,P A         ,CAMEO,1978 Oct 24,1978 Oct 29 1109,Earth,2100,AO,GSFC,US,GSFC,89.0, ,56.0, ,934.0, ,0.1, ,2.4, ,2.4, ,5 Cyl + 2 Box,1993 Sep 28,926.0, ,     969, ,99.65, ,LEO/S,1978.0,2100.0,1978-098B,11081.0,US,LARGE,0.0
12,12,,H10 (Ariane 3),19 Sep 1987,Propulsion,1987-078C,3.0,1.0,282.0,8.0,24 Oct 2018,,18331.0,S18352,18352.0,1987-078C,R3          ,Ariane H10 V19,1987 Sep 16,1987 Sep 16 0102,Earth,1991 Jun 21,R,AE,F,AELM,2100.0, ,1920.0, ,1920.0, ,14.0, ,2.6, ,14.0, ,Cyl,1987 Oct 18,246.0, ,   36382, ,6.87, ,GTO,1987.0,1991.0,1987-078C,18352.0,FR,LARGE,0.0
13,13,,Tsyklon-3-3 (Tsyklon SL-14 (F-2)),09 May 1988,Propulsion,1978-100D,40.0,31.0,9474.0,246.0,24 Oct 2018,,11078.0,S11087,11087.0,1978-100D,R3          ,S5M,1978 Oct 26,1978 Oct 26 0742?,Earth,2100,O,GUKOSR,SU,YUZH,1600.0, ,1600.0, ,1600.0, ,2.8, ,2.2, ,2.8, ,Cyl,1993 Jul 27,1687.0, ,    1701, ,82.54, ,MEO,1978.0,2100.0,1978-100D,11087.0,CIS,LARGE,1.0
14,14,,Solwind,13 Sep 1985,Deliberate,1979-017A,284.0,,34172.0,667.0,24 Oct 2018,,11269.0,S11278,11278.0,1979-017A,P           ,P78-1,1979 Feb 24,1979 Feb 24 0834?,Earth,1992 Jul 20,R,USN,US,BALL,875.0, ,875.0, ,875.0, ,2.8, ,1.8, ,2.8, ,Cyl + Sail,1979 Apr 14,558.0, ,     601, ,97.66, ,LLEO/S,1979.0,1992.0,1979-017A,11278.0,US,LARGE,1.0
15,15,,Cosmos-1094,17 Sep 1979,Unknown,1979-033A,0.0,,,,04 Dec 2017,,11324.0,S11333,11333.0,1979-033A,P           ,Kosmos-1094,1979 Apr 18,1979 Apr 18 1204,Earth,1979 Sep 17 1039,E,VMF,SU,ARSL/KOMET,3300.0, ,3000.0,?,3300.0, ,10.0, ,1.3, ,17.0, ,Cyl + 2 Pan,1979 May 18,427.0, ,     444, ,65.04, ,LLEO/I,1979.0,1979.0,1979-033A,11333.0,CIS,,0.0
16,16,,Cosmos-1109,15 Feb 1980,Accidental,1979-058A,18.0,7.0,2270.0,60.0,24 Oct 2018,,11408.0,S11417,11417.0,1979-058A,P           ,Kosmos-1109,1979 Jun 27,1979 Jun 27 1914?,Earth,2100,O,PVO,SU,NPOL/KOMET,1250.0,?,1150.0,?,1250.0,?,4.0, ,2.0, ,5.0, ,Cyl + 2 Pan,1979 Jul 27,665.0, ,   39675, ,62.92, ,HEO/M,1979.0,2100.0,1979-058A,11417.0,CIS,LARGE,1.0
17,17,,Cosmos-1124,09 Sep 1979,Accidental,1979-077A,4.0,3.0,376.0,10.0,24 Oct 2018,,11500.0,S11509,11509.0,1979-077A,P           ,Kosmos-1124,1979 Aug 28,1979 Aug 28 0120?,Earth,2100,O,PVO,SU,NPOL/KOMET,1250.0,?,1150.0,?,1250.0,?,4.0, ,2.0, ,5.0, ,Cyl + 2 Pan,1979 Sep 30,599.0, ,   39700, ,63.02, ,HEO/M,1979.0,2100.0,1979-077A,11509.0,CIS,LARGE,0.0
18,18,,H8 (Ariane 1),31 Mar 1980,Propulsion,1979-104B,32.0,25.0,3011.0,78.0,24 Oct 2018,,11650.0,S11659,11659.0,1979-104B,R3          ,Ariane H8 LO1,1979 Dec 24,1979 Dec 24 1428,Earth,1980 Apr?,E,ESA,I-ESA,AELM,1800.0, ,1630.0, ,1800.0, ,9.0, ,2.6, ,9.0, ,Cyl,1980 Jan 24,159.0, ,   34950, ,17.76, ,GTO,1979.0,1980.0,1979-104B,11659.0,ESA,LARGE,1.0
19,19,,Cosmos-1167,15 Jul 1981,Unknown,1980-021A,11.0,,1035.0,27.0,24 Oct 2018,,11720.0,S11729,11729.0,1980-021A,P           ,Kosmos-1167,1980 Mar 14,1980 Mar 14 1044,Earth,1981 Jul 15 0921,E,VMF,SU,ARSL/KOMET,3300.0, ,3000.0,?,3300.0, ,10.0, ,1.3, ,17.0, ,Cyl + 2 Pan,1980 Apr 15,429.0, ,     442, ,65.02, ,LLEO/I,1980.0,1981.0,1980-021A,11729.0,CIS,LARGE,1.0
20,20,,Cosmos-1172,23 Dec 1997,Aerodynamics,1980-028A,0.0,,,,04 Dec 2017,,11749.0,S11758,11758.0,1980-028A,P           ,Kosmos-1172,1980 Apr 12,1980 Apr 12 2121?,Earth,1997 Dec 26,R,PVO,SU,NPOL/KOMET,1250.0,?,1150.0,?,1250.0,?,4.0, ,2.0, ,5.0, ,Cyl + 2 Pan,1980 May 13,646.0, ,   39698, ,62.85, ,HEO/M,1980.0,1997.0,1980-028A,11758.0,CIS,LARGE,0.0
21,21,,Cosmos-1174,18 Apr 1980,Deliberate,1980-030A,45.0,3.0,3089.0,161.0,24 Oct 2018,,11756.0,S11765,11765.0,1980-030A,P           ,Kosmos-1174,1980 Apr 18,1980 Apr 18 0056,Earth,1980 Apr 18 0726?,E,PKO,SU,KOMET,1400.0, ,1400.0,?,1400.0, ,4.2,?,1.8,?,4.2,?,Cyl + Truss,1980 Apr 19,379.0, ,    1658, ,66.13, ,LEO/I,1980.0,1980.0,1980-030A,11765.0,CIS,LARGE,1.0
22,22,,Cosmos-1191,14 May 1981,Accidental,1980-057A,10.0,10.0,15889.0,411.0,24 Oct 2018,,11862.0,S11871,11871.0,1980-057A,P           ,Kosmos-1191,1980 Jul  2,1980 Jul  2 0157?,Earth,2100,O,PVO,SU,NPOL/KOMET,1250.0,?,1150.0,?,1250.0,?,4.0, ,2.0, ,5.0, ,Cyl + 2 Pan,1980 Aug  2,641.0, ,   39705, ,62.66, ,HEO/M,1980.0,2100.0,1980-057A,11871.0,CIS,LARGE,0.0
23,23,,Proton-K/DM-2 ullage motor (SOZ),01 Dec 1996,Propulsion,1987-079G,54.0,19.0,3121.0,132.0,24 Oct 2018,,18353.0,S18374,18374.0,1987-079G,C  M        ,SOZ,1987 Sep 16,1987 Sep 16 0702?,Earth,2100,O,RVSN,SU,NPOE,120.0, ,60.0,?,0.0, ,1.1, ,0.5, ,1.1, ,Cyl,1987 Oct 19,408.0, ,   19118, ,64.95, ,HEO,1987.0,2100.0,1987-079G,18374.0,CIS,MEDIUM,1.0
24,24,,Cosmos-1217,12 Feb 1983,Accidental,1980-085A,9.0,7.0,14301.0,370.0,24 Oct 2018,,12021.0,S12032,12032.0,1980-085A,P           ,Kosmos-1217,1980 Oct 24,1980 Oct 24 1156?,Earth,2100,O,PVO,SU,NPOL/KOMET,1250.0,?,1150.0,?,1250.0,?,4.0, ,2.0, ,5.0, ,Cyl + 2 Pan,1981 Feb 11,770.0, ,   39582, ,63.05, ,HEO/M,1980.0,2100.0,1980-085A,12032.0,CIS,LARGE,0.0
25,25,,Cosmos-1220,20 Jun 1982,Unknown,1980-089A,82.0,1.0,3054.0,200.0,24 Oct 2018,,12043.0,S12054,12054.0,1980-089A,P           ,Kosmos-1220,1980 Nov  4,1980 Nov  4 1508,Earth,1982 Jun 20 1818,E,VMF,SU,ARSL/KOMET,3300.0, ,3000.0,?,3300.0, ,10.0, ,1.3, ,17.0, ,Cyl + 2 Pan,1989 Jul 24,572.0, ,     832, ,65.0, ,LEO/I,1980.0,1982.0,1980-089A,12054.0,CIS,LARGE,1.0
26,26,,Cosmos-1220,25 Aug 1982,Unknown,1980-089A,82.0,1.0,3054.0,200.0,24 Oct 2018,,12043.0,S12054,12054.0,1980-089A,P           ,Kosmos-1220,1980 Nov  4,1980 Nov  4 1508,Earth,1982 Jun 20 1818,E,VMF,SU,ARSL/KOMET,3300.0, ,3000.0,?,3300.0, ,10.0, ,1.3, ,17.0, ,Cyl + 2 Pan,1989 Jul 24,572.0, ,     832, ,65.0, ,LEO/I,1980.0,1982.0,1980-089A,12054.0,CIS,LARGE,1.0
27,27,,Cosmos-1247,20 Oct 1981,Accidental,1981-016A,6.0,5.0,9537.0,247.0,24 Oct 2018,,12288.0,S12303,12303.0,1981-016A,P           ,Kosmos-1247,1981 Feb 19,1981 Feb 19 1103?,Earth,2100,O,PVO,SU,NPOL/KOMET,1250.0,?,1150.0,?,1250.0,?,4.0, ,2.0, ,5.0, ,Cyl + 2 Pan,1981 Mar 22,649.0, ,   39708, ,62.96, ,HEO/M,1981.0,2100.0,1981-016A,12303.0,CIS,LARGE,0.0
28,28,,Cosmos-1260,08 May 1982,Unknown,1981-028A,67.0,,3090.0,164.0,24 Oct 2018,,12349.0,S12364,12364.0,1981-028A,P           ,Kosmos-1260,1981 Mar 20,1981 Mar 20 2349,Earth,1982 May  8 0444,E,VMF,SU,ARSL/KOMET,3300.0, ,3000.0,?,3300.0, ,10.0, ,1.3, ,17.0, ,Cyl + 2 Pan,1981 Apr 19,429.0, ,     443, ,65.03, ,LLEO/I,1981.0,1982.0,1981-028A,12364.0,CIS,LARGE,1.0
29,29,,Cosmos-1260,10 Aug 1982,Unknown,1981-028A,67.0,,3090.0,164.0,24 Oct 2018,,12349.0,S12364,12364.0,1981-028A,P           ,Kosmos-1260,1981 Mar 20,1981 Mar 20 2349,Earth,1982 May  8 0444,E,VMF,SU,ARSL/KOMET,3300.0, ,3000.0,?,3300.0, ,10.0, ,1.3, ,17.0, ,Cyl + 2 Pan,1981 Apr 19,429.0, ,     443, ,65.03, ,LLEO/I,1981.0,1982.0,1981-028A,12364.0,CIS,LARGE,1.0
30,30,,Cosmos-1261,31 Mar 1981,Accidental,1981-031A,9.0,9.0,12737.0,330.0,24 Oct 2018,,12361.0,S12376,12376.0,1981-031A,P           ,Kosmos-1261,1981 Mar 31,1981 Mar 31 1043?,Earth,2100,O,PVO,SU,NPOL/KOMET,1250.0,?,1150.0,?,1250.0,?,4.0, ,2.0, ,5.0, ,Cyl + 2 Pan,1981 Apr 30,638.0, ,   39747, ,63.05, ,HEO/M,1981.0,2100.0,1981-031A,12376.0,CIS,LARGE,0.0
31,31,,Cosmos-1275,24 Jul 1981,Electrical,1981-053A,478.0,420.0,60390.0,1556.0,24 Oct 2018,,12489.0,S12504,12504.0,1981-053A,P           ,Kosmos-1275,1981 Jun  4,1981 Jun  4 1644?,Earth,2100,O,VMF,SU,OAZ,800.0, ,800.0, ,800.0, ,5.0, ,2.1, ,17.0, ,Cyl + Ant,1992 Jun  4,958.0, ,    1005, ,82.96, ,LEO/I,1981.0,2100.0,1981-053A,12504.0,CIS,LARGE,1.0
32,32,,Cosmos-1278,30 Nov 1986,Accidental,1981-058A,2.0,,3170.0,82.0,24 Oct 2018,,12532.0,S12547,12547.0,1981-058A,P           ,Kosmos-1278,1981 Jun 19,1981 Jun 19 2040?,Earth,2000 Sep  2,R,PVO,SU,NPOL/KOMET,1250.0,?,1150.0,?,1250.0,?,4.0, ,2.0, ,5.0, ,Cyl + 2 Pan,1981 Jul 19,665.0, ,   39725, ,62.87, ,HEO/M,1981.0,2000.0,1981-058A,12547.0,CIS,LARGE,0.0
33,33,,Cosmos-1285,21 Nov 1981,Accidental,1981-071A,24.0,24.0,33217.0,857.0,24 Oct 2018,,12612.0,S12627,12627.0,1981-071A,P           ,Kosmos-1285,1981 Aug  4,1981 Aug  4 0115?,Earth,2100,O,PVO,SU,NPOL/KOMET,1250.0,?,1150.0,?,1250.0,?,4.0, ,2.0, ,5.0, ,Cyl + 2 Pan,1981 Sep  3,623.0, ,   40204, ,63.01, ,HEO/M,1981.0,2100.0,1981-071A,12627.0,CIS,LARGE,1.0
34,34,,Cosmos-1906,31 Jan 1988,Deliberate,1987-108A,36.0,,3163.0,89.0,24 Oct 2018,,18692.0,S18713,18713.0,1987-108A,P           ,Kosmos-1906,1987 Dec 26,1987 Dec 26 1139,Earth,1988 Jan 31 1109?,E,PRIR,SU,TSSKB,2573.0, ,2573.0, ,6450.0, ,6.5,?,2.4,?,6.5,?,Sphere + DCone,1988 Jan 26,247.0, ,     267, ,82.58, ,LLEO/I,1987.0,1988.0,1987-108A,18713.0,CIS,LARGE,1.0
35,35,,Cosmos-1286,29 Sep 1982,Unknown,1981-072A,1.0,,188.0,5.0,24 Oct 2018,,12616.0,S12631,12631.0,1981-072A,P           ,Kosmos-1286,1981 Aug  4,1981 Aug  4 0832,Earth,1982 Sep 29 0520,E,VMF,SU,ARSL/KOMET,3300.0, ,3000.0,?,3300.0, ,10.0, ,1.3, ,17.0, ,Cyl + 2 Pan,1981 Sep  3,428.0, ,     443, ,65.04, ,LLEO/I,1981.0,1982.0,1981-072A,12631.0,CIS,LARGE,0.0
36,36,,Blok-ML (Molniya-M Blok-ML),11 Sep 1981,Propulsion,1981-088F,2.0,2.0,265.0,7.0,24 Oct 2018,,12812.0,S12827,12827.0,1981-088F,R4          ,Blok-L,1981 Sep 11,1981 Sep 11 0851,Earth,2100,O,RVSN,SU,NPOE,5000.0,?,900.0,?,900.0,?,2.7, ,2.5, ,2.7, ,Cyl,1981 Oct 11,609.0, ,   13791, ,62.83, ,MEO,1981.0,2100.0,1981-088F,12827.0,CIS,LARGE,0.0
37,37,,Cosmos-1306,12 Jul 1982,Unknown,1981-089A,7.0,,659.0,17.0,24 Oct 2018,,12813.0,S12828,12828.0,1981-089A,P           ,Kosmos-1306,1981 Sep 14,1981 Sep 14 2035,Earth,1982 Jul 12 2324,E,VMF,SU,ARSL/KOMET,3300.0, ,3000.0,?,3300.0, ,10.0, ,1.3, ,17.0, ,Cyl + 2 Pan,1981 Oct 15,428.0, ,     442, ,64.96, ,LLEO/I,1981.0,1982.0,1981-089A,12828.0,CIS,LARGE,0.0
38,38,,Cosmos-1306,18 Sep 1982,Unknown,1981-089A,7.0,,659.0,17.0,24 Oct 2018,,12813.0,S12828,12828.0,1981-089A,P           ,Kosmos-1306,1981 Sep 14,1981 Sep 14 2035,Earth,1982 Jul 12 2324,E,VMF,SU,ARSL/KOMET,3300.0, ,3000.0,?,3300.0, ,10.0, ,1.3, ,17.0, ,Cyl + 2 Pan,1981 Oct 15,428.0, ,     442, ,64.96, ,LLEO/I,1981.0,1982.0,1981-089A,12828.0,CIS,LARGE,0.0
39,39,,Cosmos-1317,28 Jan 1984,Accidental,1981-108A,10.0,10.0,15889.0,411.0,24 Oct 2018,,12918.0,S12933,12933.0,1981-108A,P           ,Kosmos-1317,1981 Oct 31,1981 Oct 31 2357?,Earth,2100,O,PVO,SU,NPOL/KOMET,1250.0,?,1150.0,?,1250.0,?,4.0, ,2.0, ,5.0, ,Cyl + 2 Pan,1981 Dec  2,608.0, ,   39723, ,62.91, ,HEO/M,1981.0,2100.0,1981-108A,12933.0,CIS,LARGE,0.0
40,40,,Cosmos-1355,08 Aug 1983,Unknown,1982-038A,28.0,,2634.0,69.0,24 Oct 2018,,13135.0,S13150,13150.0,1982-038A,P           ,Kosmos-1355,1982 Apr 29,1982 Apr 29 0959,Earth,1983 Aug  7 2331,E,VMF,SU,ARSL/KOMET,3300.0, ,3000.0,?,3300.0, ,10.0, ,1.3, ,17.0, ,Cyl + 2 Pan,1982 May 29,429.0, ,     443, ,65.07, ,LLEO/I,1982.0,1983.0,1982-038A,13150.0,CIS,LARGE,1.0
41,41,,Cosmos-1355,01 Feb 1984,Unknown,1982-038A,28.0,,2634.0,69.0,24 Oct 2018,,13135.0,S13150,13150.0,1982-038A,P           ,Kosmos-1355,1982 Apr 29,1982 Apr 29 0959,Earth,1983 Aug  7 2331,E,VMF,SU,ARSL/KOMET,3300.0, ,3000.0,?,3300.0, ,10.0, ,1.3, ,17.0, ,Cyl + 2 Pan,1982 May 29,429.0, ,     443, ,65.07, ,LLEO/I,1982.0,1983.0,1982-038A,13150.0,CIS,LARGE,1.0
42,42,,Cosmos-1355,20 Feb 1984,Unknown,1982-038A,28.0,,2634.0,69.0,24 Oct 2018,,13135.0,S13150,13150.0,1982-038A,P           ,Kosmos-1355,1982 Apr 29,1982 Apr 29 0959,Earth,1983 Aug  7 2331,E,VMF,SU,ARSL/KOMET,3300.0, ,3000.0,?,3300.0, ,10.0, ,1.3, ,17.0, ,Cyl + 2 Pan,1982 May 29,429.0, ,     443, ,65.07, ,LLEO/I,1982.0,1983.0,1982-038A,13150.0,CIS,LARGE,1.0
43,43,,Cosmos-1375,21 Oct 1985,Electrical,1982-055A,60.0,57.0,3054.0,201.0,24 Oct 2018,,13244.0,S13259,13259.0,1982-055A,P           ,Kosmos-1375,1982 Jun  6,1982 Jun  6 1813?,Earth,2100,O,PKO,SU,YUZH,1045.0, ,925.0, ,1045.0, ,2.5,?,1.8,?,23.0,?,Cyl + Ant,1982 Jul  6,979.0, ,    1012, ,65.84, ,LEO/I,1982.0,2100.0,1982-055A,13259.0,CIS,MEDIUM,1.0
44,44,,Cosmos-1405,20 Dec 1983,Unknown,1982-088A,31.0,,2916.0,76.0,24 Oct 2018,,13493.0,S13508,13508.0,1982-088A,P           ,Kosmos-1405,1982 Sep  4,1982 Sep  4 1754,Earth,1983 Dec 20 1215,E,VMF,SU,TSSKB/KOMET,3300.0, ,3000.0,?,3300.0, ,10.0, ,1.3, ,17.0, ,Cyl + 2 Pan,1982 Oct  4,428.0, ,     442, ,65.02, ,LLEO/I,1982.0,1983.0,1982-088A,13508.0,CIS,LARGE,1.0
45,45,,Proton-K/DM-2 ullage motor (SOZ),22 May 1997,Propulsion,1987-109E,0.0,,,,04 Dec 2017,,18698.0,S18719,18719.0,1987-109E,C  M        ,SOZ,1987 Dec 27,1987 Dec 27 1758?,Earth,2000 Dec 20,R,RVSN,SU,NPOE,120.0, ,60.0,?,0.0, ,1.1, ,0.5, ,1.1, ,Cyl,1988 Feb  3,331.0, ,   35706, ,47.25, ,GTO,1987.0,2000.0,1987-109E,18719.0,CIS,LARGE,0.0
46,46,,Blok-ML (Molniya-M Blok-ML),08 Dec 1982,Propulsion,1982-115E,29.0,,2728.0,71.0,24 Oct 2018,,13681.0,S13696,13696.0,1982-115E,R4          ,Blok-L,1982 Dec  8,1982 Dec  8 1354,Earth,1988 May 16,R,RVSN,SU,NPOE,4500.0, ,900.0, ,900.0, ,3.3, ,2.3, ,3.3, ,Cyl,1983 Jan  7,392.0, ,     585, ,62.83, ,LLEO/I,1982.0,1988.0,1982-115E,13696.0,CIS,LARGE,1.0
47,47,,Proton-K/D-1 ullage motor (SOZ),03 Sep 1984,Propulsion,1983-020B,0.0,,,,04 Dec 2017,,13887.0,S13902,13902.0,1983-020B,C  M        ,SOZ,1983 Mar 23,1983 Mar 23 1356?,Earth,1985 Jun 18,R,RVSN,SU,NPOE,120.0, ,60.0,?,0.0, ,1.1, ,0.5, ,1.1, ,Cyl,1984 Sep  3,219.0, ,    1229, ,51.53, ,LEO/I,1983.0,1985.0,1983-020B,13902.0,CIS,LARGE,0.0
48,48,,NOAA 8,30 Dec 1985,Electrical,1983-022A,12.0,3.0,1356.0,35.0,24 Oct 2018,,13908.0,S13923,13923.0,1983-022A,P           ,NOAA 8,1983 Mar 28,1983 Mar 28 1606,Earth,2100,O,NOAA,US,RCA,1030.0, ,1030.0, ,1712.0, ,4.2, ,1.9, ,8.0,?,Box + Pan,1983 May  4,805.0, ,     829, ,98.75, ,LEO/S,1983.0,2100.0,1983-022A,13923.0,US,LARGE,1.0
49,49,,Cosmos-1456,13 Aug 1983,Accidental,1983-038A,3.0,,3163.0,89.0,24 Oct 2018,,14019.0,S14034,14034.0,1983-038A,P           ,Kosmos-1456,1983 Apr 25,1983 Apr 25 2037?,Earth,1998 May 11,R,PVO,SU,NPOL/KOMET,1250.0,?,1150.0,?,1250.0,?,4.0, ,2.0, ,5.0, ,Cyl + 2 Pan,1983 May 27,652.0, ,   39710, ,63.03, ,HEO/M,1983.0,1998.0,1983-038A,14034.0,CIS,LARGE,0.0
50,50,,Cosmos-1461,11 Mar 1985,Unknown,1983-044A,186.0,13.0,17486.0,451.0,24 Oct 2018,,14049.0,S14064,14064.0,1983-044A,P           ,Kosmos-1461,1983 May  7,1983 May  7 1034,Earth,1985 Mar 11 0940,E,VMF,SU,TSSKB/KOMET,3300.0, ,3000.0,?,3300.0, ,10.0, ,1.3, ,17.0, ,Cyl + 2 Pan,1983 Jun  6,428.0, ,     443, ,65.03, ,LLEO/I,1983.0,1985.0,1983-044A,14064.0,CIS,LARGE,1.0
51,51,,Cosmos-1461,13 May 1985,Unknown,1983-044A,186.0,13.0,17486.0,451.0,24 Oct 2018,,14049.0,S14064,14064.0,1983-044A,P           ,Kosmos-1461,1983 May  7,1983 May  7 1034,Earth,1985 Mar 11 0940,E,VMF,SU,TSSKB/KOMET,3300.0, ,3000.0,?,3300.0, ,10.0, ,1.3, ,17.0, ,Cyl + 2 Pan,1983 Jun  6,428.0, ,     443, ,65.03, ,LLEO/I,1983.0,1985.0,1983-044A,14064.0,CIS,LARGE,1.0
