,Unnamed: 0_x,Unnamed: 0.1,Name_x,Event Date,Event Type,COSPAR ID,Catalogued Objects,Objects on Orbit,Objects > 1 cm,Objects > 10 cm,Last Update,Unnamed: 10,Unnamed: 0_y,#JCAT,Satcat,Piece,Type,Name_y,LDate,SDate,Primary,DDate,Status,Owner,State,Manufacturer,Mass,MassFlag,DryMass,DryFlag,TotMass,TotFlag,Length,LFlag,Diameter,DFlag,Span,SpanFlag,Shape,ODate,Perigee,PF,Apogee,AF,Inc,IF,OpOrbit,LYear,DYear,OBJECT_ID,NORAD_CAT_ID,COUNTRY,RCS_SIZE,large_event
131,131,,USA 193,21 Feb 2008,Deliberate,2006-057A,174.0,,,,04 Dec 2017,,29629.0,S29651,29651.0,2006-057A,P ------C   ,USA 193,2006 Dec 14,2006 Dec 14 2157,Earth,2008 Feb 21 0330,E,NROC,US,LMSS,2300.0,?,1850.0,?,2300.0,?,5.0,?,2.5,?,5.0,?,Unk,2006 Dec 20,351.0, ,     367, ,58.5, ,LLEO/I,2006.0,2008.0,2006-057A,29651.0,US,,1.0
132,132,,Cosmos-2421 fragmentation debris,14 Mar 2008,Unknown,2006-026A,509.0,1.0,47883.0,1234.0,24 Oct 2018,,29225.0,S29247,29247.0,2006-026A,P           ,Kosmos-2421,2006 Jun 25,2006 Jun 25 0604,Earth,2008 Mar 14,E,VMFR,RU,ARSL/KOMET,3500.0, ,3000.0,?,3500.0, ,10.0, ,1.3, ,17.0, ,Cyl + 2 Pan,2006 Jul  2,404.0, ,     416, ,65.05, ,LLEO/I,2006.0,2008.0,2006-026A,29247.0,CIS,LARGE,1.0
133,133,,Centaur-5 SEC (Atlas V 421),21 Mar 2008,Aerodynamics,2007-046B,0.0,,,,04 Dec 2017,,32237.0,S32259,32259.0,2007-046B,R2          ,Centaur AV-011,2007 Oct 11,2007 Oct 11 0037,Earth,2008 Mar 21,R,ULAL,US,LMSSD,7950.0,?,2020.0, ,2020.0,?,11.7, ,3.1, ,11.7, ,Cyl,2007 Oct 11,477.0, ,   66847, ,20.11, ,HEO,2007.0,2008.0,2007-046B,32259.0,US,LARGE,0.0
134,134,,Cosmos-2030,28 Jul 1989,Deliberate,1989-054A,0.0,,,,04 Dec 2017,,20103.0,S20124,20124.0,1989-054A,P           ,Kosmos-2030,1989 Jul 12,1989 Jul 12 1508,Earth,1989 Jul 29,R,UNKS,SU,TSSKB,2886.0,?,2886.0,?,6600.0,?,6.3, ,2.7, ,6.3, ,Cyl + 2 Pan,1989 Jul 19,180.0, ,     323, ,67.14, ,LLEO/I,1989.0,1989.0,1989-054A,20124.0,CIS,LARGE,0.0
135,135,,Cosmos-2421 fragmentation debris,28 Apr 2008,Unknown,2006-026A,508.0,,,,04 Dec 2017,,29225.0,S29247,29247.0,2006-026A,P           ,Kosmos-2421,2006 Jun 25,2006 Jun 25 0604,Earth,2008 Mar 14,E,VMFR,RU,ARSL/KOMET,3500.0, ,3000.0,?,3500.0, ,10.0, ,1.3, ,17.0, ,Cyl + 2 Pan,2006 Jul  2,404.0, ,     416, ,65.05, ,LLEO/I,2006.0,2008.0,2006-026A,29247.0,CIS,LARGE,1.0
136,136,,Cosmos-2421 fragmentation debris,09 Jun 2008,Unknown,2006-026A,508.0,,,,04 Dec 2017,,29225.0,S29247,29247.0,2006-026A,P           ,Kosmos-2421,2006 Jun 25,2006 Jun 25 0604,Earth,2008 Mar 14,E,VMFR,RU,ARSL/KOMET,3500.0, ,3000.0,?,3500.0, ,10.0, ,1.3, ,17.0, ,Cyl + 2 Pan,2006 Jul  2,404.0, ,     416, ,65.05, ,LLEO/I,2006.0,2008.0,2006-026A,29247.0,CIS,LARGE,1.0
137,137,,Blok-ML (Molniya-M Blok-ML),30 Jun 1998,Aerodynamics,1981-054E,0.0,,,,04 Dec 2017,,12504.0,S12519,12519.0,1981-054E,R4          ,Blok-L,1981 Jun  9,1981 Jun  9 0341,Earth,1999 Apr 30,R,RVSN,SU,NPOE,5000.0,?,900.0,?,900.0,?,2.7, ,2.5, ,2.7, ,Cyl,1981 Jul 10,480.0, ,   40657, ,62.83, ,HEO/M,1981.0,1999.0,1981-054E,12519.0,CIS,LARGE,0.0
138,138,,Cosmos-1818 (NPP),04 Jul 2008,Collision,1987-011A,29.0,28.0,,,04 Dec 2017,,17348.0,S17369,17369.0,1987-011A,P A         ,Kosmos-1818,1987 Feb  1,1987 Feb  1 2332,Earth,2100,AO,VMF,SU,ARSL/KOMET,3550.0, ,3550.0, ,3550.0, ,9.3, ,1.3, ,16.5, ,Cyl + Ant,1987 Mar  4,788.0, ,     801, ,65.01, ,LEO/I,1987.0,2100.0,1987-011A,17369.0,CIS,LARGE,1.0
140,140,,Proton-K/DM-2 ullage motor (SOZ),08 Mar 2009,Propulsion,1991-025F,32.0,10.0,,,04 Dec 2017,,21198.0,S21220,21220.0,1991-025F,C  M        ,SOZ,1991 Apr  4,1991 Apr  4 1057,Earth,2100,O,RVSN,SU,NPOE,120.0, ,60.0,?,0.0, ,1.1, ,0.5, ,1.1, ,Cyl,1992 Feb 16,404.0, ,   19084, ,64.99, ,HEO,1991.0,2100.0,1991-025F,21220.0,CIS,MEDIUM,1.0
141,141,,NOAA 16,25 Nov 2015,Electrical,2000-055A,458.0,457.0,53186.0,1370.0,24 Oct 2018,,26514.0,S26536,26536.0,2000-055A,P           ,NOAA 16,2000 Sep 21,2000 Sep 21 1037,Earth,2100,O,NOAA,US,RCA,1403.0, ,1403.0, ,2231.0, ,4.2, ,1.9, ,7.0, ,Box + Pan,2000 Sep 23,848.0, ,     863, ,98.79, ,LEO/S,2000.0,2100.0,2000-055A,26536.0,US,LARGE,1.0
142,142,,Proton-M/DM-2 ullage motor (SOZ),18 Aug 2011,Propulsion,2007-065G,0.0,,,,04 Dec 2017,,32377.0,S32399,32399.0,2007-065G,C  M        ,SOZ,2007 Dec 25,2007 Dec 25 2012?,Earth,2100,O,KVR,RU,RKKE,110.0, ,56.0, ,56.0, ,1.0, ,0.6, ,1.0, ,Cyl,2008 Jan  4,402.0, ,   19129, ,64.81, ,HEO,2007.0,2100.0,2007-065G,32399.0,CIS,MEDIUM,0.0
143,143,,Proton-K/DM-2 ullage motor (SOZ),17 Nov 2011,Propulsion,1990-045F,0.0,,,,04 Dec 2017,,20608.0,S20630,20630.0,1990-045F,C  M        ,SOZ,1990 May 19,1990 May 19 1258?,Earth,2100,O,RVSN,SU,NPOE,120.0, ,60.0,?,0.0, ,1.1, ,0.5, ,1.1, ,Cyl,1993 Aug 17,636.0, ,   18859, ,65.31, ,HEO,1990.0,2100.0,1990-045F,20630.0,CIS,MEDIUM,0.0
144,144,,H-18 (Long March (CZ) 3B/E),19 Dec 2011,Unknown,2011-077B,38.0,38.0,3159.0,93.0,24 Oct 2018,,37993.0,S38015,38015.0,2011-077B,R3          ,CZ-3B Stage 3,2011 Dec 19,2011 Dec 19 1651,Earth,2100,O,CASC,CN,CALT,8400.0,?,2800.0,?,2800.0,?,12.4, ,3.0, ,12.4, ,Cyl,2011 Dec 28,226.0, ,41708, ,24.38, ,HEO,2011.0,2100.0,2011-077B,38015.0,PRC,LARGE,1.0
145,145,,Cosmos-2031,31 Aug 1989,Deliberate,1989-056A,8.0,,753.0,20.0,24 Oct 2018,,20115.0,S20136,20136.0,1989-056A,P           ,Kosmos-2031,1989 Jul 18,1989 Jul 18 1218,Earth,1989 Aug 31 1851,E,TSSKB,SU,TSSKB,3590.0,?,3590.0,?,7600.0,?,6.3, ,2.7, ,6.3, ,Cyl + 2 Pan,1989 Jul 25,231.0, ,     354, ,50.55, ,LLEO/I,1989.0,1989.0,1989-056A,20136.0,CIS,LARGE,0.0
146,146,,Briz-M (Proton-M/Briz-M),16 Oct 2012,Propulsion,2012-044C,111.0,12.0,10439.0,271.0,24 Oct 2018,,38724.0,S38746,38746.0,2012-044C,R4          ,Briz-M No. 99532,2012 Aug  6,2012 Aug  6 1940,Earth,2012 Oct 16,E,KHRR,RU,KHRR,7500.0,?,1470.0, ,14208.0,?,2.6, ,2.5, ,2.6, ,Cyl,2012 Aug 14,265.0, ,5015, ,49.91, ,MEO,2012.0,2012.0,2012-044C,38746.0,CIS,LARGE,1.0
147,147,,Iridium 47,07 Jun 2014,Collision,1997-082C,10.0,7.0,,,04 Dec 2017,,25084.0,S25106,25106.0,1997-082C,P           ,Iridium 47,1997 Dec 20,1997 Dec 20 1432,Earth,2018 Sep  1 0932?,R,IRID,US,MOTO/LMMS,662.0, ,556.0, ,662.0, ,3.5, ,1.0, ,5.0,?,Box + 2 Pan,1998 Jan 19,775.0, ,     779, ,86.4, ,LEO/P,1997.0,2018.0,1997-082C,25106.0,US,LARGE,0.0
148,148,,Iridium 91,30 Nov 2014,Anomalous,2002-005A,4.0,2.0,,,04 Dec 2017,,27350.0,S27372,27372.0,2002-005A,P           ,Iridium 91,2002 Feb 11,2002 Feb 11 1846,Earth,2019 Mar 13 0839,R,IRIDS,US,MOTO,655.0, ,556.0, ,655.0, ,3.5, ,1.0, ,5.0,?,Box + 2 Pan,2002 Feb 18,629.0, ,     644, ,86.57, ,LEO/P,2002.0,2019.0,2002-005A,27372.0,US,LARGE,0.0
149,149,,DMSP Block 5D-2 F13,03 Feb 2015,Electrical,1995-015A,235.0,218.0,27168.0,700.0,24 Oct 2018,,23511.0,S23533,23533.0,1995-015A,P           ,DMSP F-13,1995 Mar 24,1995 Mar 24 1416,Earth,2100,O,USAF,US,RCA,749.0, ,749.0, ,1456.0, ,3.4, ,1.2, ,5.0,?,Box + Pan,1995 Apr 23,845.0, ,     855, ,98.83, ,LEO/S,1995.0,2100.0,1995-015A,23533.0,US,LARGE,1.0
150,150,,Cosmos-2259,25 Jul 1993,Deliberate,1993-045A,0.0,,,,04 Dec 2017,,22694.0,S22716,22716.0,1993-045A,P           ,Kosmos-2259,1993 Jul 14,1993 Jul 14 1648,Earth,1993 Jul 25 1129?,L,VKS,RU,TSSKB,2886.0,?,2886.0,?,6600.0,?,6.3, ,2.7, ,6.3, ,Cyl + 2 Pan,1993 Jul 16,164.0, ,     342, ,67.13, ,LLEO/I,1993.0,1993.0,1993-045A,22716.0,CIS,,0.0
151,151,,Cosmos-2262,18 Dec 1993,Deliberate,1993-057A,1.0,,188.0,5.0,24 Oct 2018,,22767.0,S22789,22789.0,1993-057A,P           ,Kosmos-2262,1993 Sep  7,1993 Sep  7 1333,Earth,1993 Dec 18 0711,E,VKS,RU,TSSKB,3590.0,?,3590.0,?,7600.0,?,6.3, ,2.7, ,6.3, ,Cyl + 2 Pan,1993 Oct  7,207.0, ,     304, ,64.89, ,LLEO/I,1993.0,1993.0,1993-057A,22789.0,CIS,LARGE,0.0
152,152,,Proton-K/DM-2 ullage motor (SOZ),07 Sep 2000,Propulsion,1993-072E,0.0,,,,04 Dec 2017,,22903.0,S22925,22925.0,1993-072E,C  M        ,SOZ,1993 Nov 18,1993 Nov 18 2028?,Earth,2001 Jan  6,R,RVSNR,RU,NPOE,120.0, ,60.0,?,0.0, ,1.1, ,0.5, ,1.1, ,Cyl,1993 Dec 27,315.0, ,   35052, ,47.3, ,GTO,1993.0,2001.0,1993-072E,22925.0,CIS,MEDIUM,0.0
153,153,,Titan-2-2 (Titan II SLV),07 Feb 1994,Propulsion,1994-004B,0.0,,,,04 Dec 2017,,22952.0,S22974,22974.0,1994-004B,R2          ,Titan 23G-11 Stage 2,1994 Jan 25,1994 Jan 25 1639?,Earth,1994 Feb 11,R,USAF,US,MM,2650.0, ,2650.0, ,2650.0, ,7.9, ,3.0, ,7.9, ,Cyl,1994 Feb  1,233.0, ,     280, ,66.99, ,LLEO/I,1994.0,1994.0,1994-004B,22974.0,US,LARGE,0.0
154,154,,HAPS (Pegasus/HAPS),03 Jun 1996,Propulsion,1994-029B,753.0,81.0,70827.0,1823.0,24 Oct 2018,,23084.0,S23106,23106.0,1994-029B,R4          ,HAPS,1994 May 19,1994 May 19 1729,Earth,2100,O,OSCC,US,OSCC,107.0, ,97.0, ,107.0, ,0.8, ,1.0, ,1.0, ,Sphere + Cone,1994 Jun 19,582.0, ,     820, ,81.96, ,LEO/I,1994.0,2100.0,1994-029B,23106.0,US,SMALL,1.0
155,155,,Proton-K/DM-2 ullage motor (SOZ),21 Oct 1995,Propulsion,1994-038F,1.0,,188.0,5.0,24 Oct 2018,,23152.0,S23174,23174.0,1994-038F,C  M        ,SOZ,1994 Jul  6,1994 Jul  7 1230?,Earth,2003 Jan 24,R,RVSNR,RU,RKKE,120.0, ,60.0,?,0.0, ,1.1, ,0.5, ,1.1, ,Cyl,1994 Aug  8,343.0, ,   36103, ,47.85, ,GTO,1994.0,2003.0,1994-038F,23174.0,CIS,MEDIUM,0.0
156,156,,Molniya 3-36,19 May 2000,Aerodynamics,1989-094A,0.0,,,,04 Dec 2017,,20317.0,S20338,20338.0,1989-094A,P           ,Molniya-3,1989 Nov 28,1989 Nov 28 1058,Earth,2000 May 19,R,UNKS/MSVYAZ,SU,NPOPM,1750.0, ,1700.0,?,1750.0, ,3.6, ,1.6, ,8.1, ,Cyl + 6 Pan,1989 Dec 28,660.0, ,   39697, ,62.84, ,HEO/M,1989.0,2000.0,1989-094A,20338.0,CIS,LARGE,0.0
157,157,,H-II LE-5A,31 Mar 1995,Aerodynamics,1994-056B,0.0,,,,04 Dec 2017,,23209.0,S23231,23231.0,1994-056B,R2          ,H-II Stage 2,1994 Aug 28,1994 Aug 28 0802,Earth,1995 Apr  2,R,NASDA,J,MHITO,3030.0,?,2700.0, ,3030.0,?,11.0, ,4.0, ,11.0, ,Step Cyl,1994 Sep 27,170.0, ,   31640, ,28.64, ,HEO,1994.0,1995.0,1994-056B,23231.0,JPN,LARGE,0.0
158,158,,Proton-K/DM-2 ullage motor (SOZ),11 May 1995,Propulsion,1994-069E,0.0,,,,04 Dec 2017,,23316.0,S23338,23338.0,1994-069E,C  M        ,SOZ,1994 Oct 31,1994 Oct 31 2050?,Earth,1995 May 11,R,RVSNR,RU,RKKE,120.0, ,60.0,?,0.0, ,1.1, ,0.5, ,1.1, ,Cyl,1994 Dec  1,245.0, ,   35923, ,47.38, ,GTO,1994.0,1995.0,1994-069E,23338.0,CIS,SMALL,0.0
159,159,,Briz-KM (Rokot-KM),26 Dec 1994,Propulsion,1994-085B,25.0,22.0,3070.0,184.0,24 Oct 2018,,23418.0,S23440,23440.0,1994-085B,R3          ,Briz-K,1994 Dec 26,1994 Dec 26 0315?,Earth,2100,O,VKS,RU,KHRU,1700.0,?,1700.0,?,1700.0,?,2.5, ,2.0, ,2.5, ,Cone,1995 Jan 29,1866.0, ,    2182, ,64.84, ,MEO,1994.0,2100.0,1994-085B,23440.0,CIS,LARGE,1.0
160,160,,Cosmos-2313,26 Jun 1997,Unknown,1995-028A,12.0,,1129.0,30.0,24 Oct 2018,,23574.0,S23596,23596.0,1995-028A,P           ,Kosmos-2313,1995 Jun  8,1995 Jun  8 0447,Earth,1997 Jun 26 0257,E,VMFR,RU,ARSL/KOMET,3400.0, ,3000.0,?,3400.0, ,10.0, ,1.3, ,17.0, ,Cyl + 2 Pan,1995 Jul  8,403.0, ,     417, ,65.04, ,LLEO/I,1995.0,1997.0,1995-028A,23596.0,CIS,LARGE,1.0
161,161,,Cerise,24 Jul 1996,Collision,1995-033B,1.0,,254.0,6.0,24 Oct 2018,,23584.0,S23606,23606.0,1995-033B,P           ,CERISE,1995 Jul  7,1995 Jul  7 1645?,Earth,2100,O,CNES/DGA,F,SSTL/AESPC,50.0, ,50.0, ,50.0, ,0.6, ,0.4, ,6.5, ,Box + Ant + 2 Pan,1995 Aug  6,665.0, ,     676, ,98.07, ,LEO/S,1995.0,2100.0,1995-033B,23606.0,FR,MEDIUM,0.0
162,162,,Proton-K/DM-2 ullage motor (SOZ),21 Nov 2000,Propulsion,1995-037K,0.0,,,,04 Dec 2017,,23609.0,S23631,23631.0,1995-037K,C  M        ,SOZ,1995 Jul 24,1995 Jul 24 1945?,Earth,2001 Nov  2,R,RVSNR,RU,RKKE,120.0, ,60.0,?,0.0, ,1.1, ,0.5, ,1.1, ,Cyl,1995 Aug 23,414.0, ,   19114, ,64.88, ,HEO,1995.0,2001.0,1995-037K,23631.0,CIS,LARGE,0.0
163,163,,Blok-DM-2 (Proton-K/DM-2),19 Feb 1996,Propulsion,1996-010D,0.0,,,,04 Dec 2017,,23775.0,S23797,23797.0,1996-010D,R4-----*    ,Blok DM2 No. 82L,1996 Feb 19,1996 Feb 19 0842,Earth,1996 Aug 21,R,RVSNR,RU,RKKE,17490.0, ,2440.0, ,2440.0, ,6.3, ,3.7, ,6.3, ,Cyl,1996 Mar 20,231.0, ,   36470, ,48.49, ,GTO,1996.0,1996.0,1996-010D,23797.0,CIS,LARGE,0.0
164,164,,Proton-K/DM-2 ullage motor (SOZ),13 Dec 1999,Propulsion,1996-034F,0.0,,,,04 Dec 2017,,23865.0,S23887,23887.0,1996-034F,C  M        ,SOZ,1996 May 25,1996 May 25 0820?,Earth,2000 Mar 12,R,VKS,RU,RKKE,120.0, ,60.0,?,0.0, ,1.1, ,0.5, ,1.1, ,Cyl,1996 Jun 24,311.0, ,   36538, ,47.33, ,GTO,1996.0,2000.0,1996-034F,23887.0,CIS,MEDIUM,0.0
165,165,,Cosmos-2343,16 Sep 1997,Deliberate,1997-024A,0.0,,,,04 Dec 2017,,24783.0,S24805,24805.0,1997-024A,P           ,Kosmos-2343,1997 May 15,1997 May 15 1219,Earth,1997 Sep 18,D,VKS,RU,PROGT,3590.0,?,3590.0,?,7600.0,?,6.3, ,2.7, ,6.3, ,Cyl + 2 Pan,1997 Jun 14,214.0, ,     327, ,64.86, ,LLEO/I,1997.0,1997.0,1997-024A,24805.0,CIS,LARGE,0.0
166,166,,Cosmos-2347,22 Nov 1999,Unknown,1997-079A,8.0,,753.0,20.0,24 Oct 2018,,25066.0,S25088,25088.0,1997-079A,P           ,Kosmos-2347,1997 Dec  9,1997 Dec  9 0721,Earth,1999 Nov 22 0440,E,VMFR,RU,ARSL/KOMET,3400.0, ,3000.0,?,3400.0, ,10.0, ,1.3, ,17.0, ,Cyl + 2 Pan,1998 Jan  8,404.0, ,     418, ,65.03, ,LLEO/I,1997.0,1999.0,1997-079A,25088.0,CIS,LARGE,0.0
167,167,,Blok-ML (Molniya-M Blok-ML),28 Jun 2000,Aerodynamics,1989-094B,0.0,,,,04 Dec 2017,,20318.0,S20339,20339.0,1989-094B,R4          ,Blok-ML,1989 Nov 28,1989 Nov 28 1010,Earth,2000 Jul  4,R,RVSN,SU,NPOE,4500.0, ,900.0, ,900.0, ,3.3, ,2.3, ,3.3, ,Cyl,1993 Mar 21,563.0, ,   40498, ,64.63, ,GTO,1989.0,2000.0,1989-094B,20339.0,CIS,LARGE,0.0
168,168,,Blok-DM-2M (Proton-K/DM-2M),25 Dec 1997,Propulsion,1997-086D,0.0,,,,04 Dec 2017,,25107.0,S25129,25129.0,1997-086D,R4          ,Blok DM3 No. 5L,1997 Dec 24,1997 Dec 24 2328,Earth,2000 Oct  7,R,VKSR,RU,RKKE,17610.0, ,2560.0, ,2560.0, ,7.1, ,3.7, ,7.1, ,Cyl,1998 Jan 23,273.0, ,   35981, ,51.54, ,GTO,1997.0,2000.0,1997-086D,25129.0,CIS,LARGE,0.0
169,169,,H-II LE-5A,21 Feb 1998,Propulsion,1998-011B,0.0,,,,04 Dec 2017,,25154.0,S25176,25176.0,1998-011B,R2          ,H-II Stage 2,1998 Feb 21,1998 Feb 21 0806,Earth,2000 Feb  1,R,NASDA,J,MHITO,2700.0, ,2700.0, ,3030.0,?,11.0, ,4.0, ,11.0, ,Step Cyl,1998 Feb 21,247.0, ,    1883, ,30.04, ,LEO/I,1998.0,2000.0,1998-011B,25176.0,JPN,LARGE,0.0
170,170,,L-14B (YF40B) (Long March (CZ) 4B),11 Mar 2000,Propulsion,1999-057C,343.0,149.0,36125.0,930.0,24 Oct 2018,,25920.0,S25942,25942.0,1999-057C,R3          ,CZ-4B Y1 Stage 3,1999 Oct 14,1999 Oct 14 0327,Earth,2100,O,CNSA,CN,SAST,1000.0,?,1000.0,?,1000.0,?,7.5, ,2.9, ,7.5, ,Cyl,1999 Nov 13,727.0, ,     745, ,98.55, ,LEO/S,1999.0,2100.0,1999-057C,25942.0,PRC,LARGE,1.0
171,171,,Molniya 3-19,13 Jan 2002,Aerodynamics,1982-083A,0.0,,,,04 Dec 2017,,13417.0,S13432,13432.0,1982-083A,P           ,Molniya-3,1982 Aug 27,1982 Aug 27 0058,Earth,2002 Jan 13 2040?,R,NPOPM/MSVYAZ,SU,NPOPM,1750.0, ,1700.0,?,1750.0, ,3.6, ,1.6, ,8.1, ,Cyl + 6 Pan,1982 Sep 28,498.0, ,   39855, ,62.89, ,HEO/M,1982.0,2002.0,1982-083A,13432.0,CIS,LARGE,0.0
172,172,,PSLV fourth stage (PS4),19 Dec 2001,Propulsion,2001-049D,371.0,71.0,34857.0,899.0,24 Oct 2018,,26938.0,S26960,26960.0,2001-049D,R4          ,PSLV-C3-PS4,2001 Oct 22,2001 Oct 22 0508,Earth,2100,O,ISRO,IN,LPSC,920.0, ,920.0, ,920.0, ,2.7, ,2.1, ,2.7, ,Cyl + Cyl,2001 Oct 24,552.0, ,     674, ,97.9, ,LEO/S,2001.0,2100.0,2001-049D,26960.0,IND,LARGE,1.0
173,173,,Cosmos-2367,21 Nov 2001,Unknown,1999-072A,16.0,,1506.0,39.0,24 Oct 2018,,26018.0,S26040,26040.0,1999-072A,P           ,Kosmos-2367,1999 Dec 26,1999 Dec 26 0804,Earth,2001 Nov 21 1410?,E,VMFR,RU,ARSL/KOMET,3400.0, ,3000.0,?,3400.0, ,10.0, ,1.3, ,17.0, ,Cyl + 2 Pan,2000 Jan 25,403.0, ,     417, ,65.03, ,LLEO/I,1999.0,2001.0,1999-072A,26040.0,CIS,LARGE,1.0
174,174,,Proton-K/DM-2 ullage motor (SOZ),14 Jul 2001,Propulsion,1992-082F,0.0,,,,04 Dec 2017,,22228.0,S22250,22250.0,1992-082F,C  M        ,SOZ,1992 Nov 27,1992 Nov 27 1943?,Earth,2001 Oct  2,R,RVSNR,RU,NPOE,120.0, ,60.0,?,0.0, ,1.1, ,0.5, ,1.1, ,Cyl,1992 Dec 31,322.0, ,   36511, ,47.21, ,GTO,1992.0,2001.0,1992-082F,22250.0,CIS,MEDIUM,0.0
175,175,,Proton-K/DM-2 ullage motor (SOZ),16 Jun 2001,Propulsion,1991-025G,32.0,10.0,3011.0,78.0,24 Oct 2018,,21204.0,S21226,21226.0,1991-025G,C  M        ,SOZ,1991 Apr  4,1991 Apr  4 1512?,Earth,2100,O,RVSN,SU,NPOE,120.0, ,60.0,?,0.0, ,1.1, ,0.5, ,1.1, ,Cyl,1991 May  7,398.0, ,   19121, ,64.75, ,HEO,1991.0,2100.0,1991-025G,21226.0,CIS,MEDIUM,1.0
176,176,,H10 (Ariane 44L H10),24 Dec 2001,Propulsion,1991-075B,12.0,8.0,1129.0,30.0,24 Oct 2018,,21744.0,S21766,21766.0,1991-075B,R3          ,Ariane H10 V47,1991 Oct 29,1991 Oct 29 2326,Earth,2001 Dec 24 2212?,E,AE,F,AELM,2000.0, ,1820.0, ,1820.0, ,11.8, ,2.6, ,11.8, ,Cyl,1992 Jan 11,273.0, ,   35741, ,6.85, ,GTO,1991.0,2001.0,1991-075B,21766.0,FR,LARGE,1.0
177,177,,H10 (Ariane 2),09 Jul 2002,Propulsion,1988-040B,7.0,7.0,659.0,17.0,24 Oct 2018,,19101.0,S19122,19122.0,1988-040B,R3          ,Ariane H10 V23,1988 May 17,1988 May 18 0014,Earth,2002 Jul  9 1930,E,AE,F,AELM,2000.0, ,1820.0, ,1820.0, ,11.8, ,2.6, ,11.8, ,Cyl,1988 Jun 18,477.0, ,   35818, ,7.74, ,GTO,1988.0,2002.0,1988-040B,19122.0,FR,LARGE,0.0
178,178,,Tsyklon-3-3 (Tsyklon SL-14 (F-2)),18 Apr 1999,Propulsion,1989-100B,25.0,,2352.0,62.0,24 Oct 2018,,20369.0,S20390,20390.0,1989-100B,R3          ,S5M,1989 Dec 27,1989 Dec 27 0006?,Earth,2003 Jun  5,R,UNKS,SU,YUZH,1600.0, ,1600.0, ,1600.0, ,2.8, ,2.2, ,2.8, ,Cyl,1990 Jan 26,519.0, ,     531, ,73.54, ,LLEO/I,1989.0,2003.0,1989-100B,20390.0,CIS,LARGE,1.0
179,179,,H10 (Ariane 44L H10),02 Feb 2002,Propulsion,1992-041C,6.0,1.0,564.0,15.0,24 Oct 2018,,22010.0,S22032,22032.0,1992-041C,R3          ,Ariane H10 V51,1992 Jul  9,1992 Jul  9 2259,Earth,2002 Feb,E,AE,F,AELM,2100.0, ,1920.0, ,1920.0, ,14.0, ,2.6, ,14.0, ,Cyl,1992 Aug  9,252.0, ,   35946, ,7.27, ,GTO,1992.0,2002.0,1992-041C,22032.0,FR,LARGE,0.0
180,180,,Proton-K/DM-2 ullage motor (SOZ),04 Aug 2003,Propulsion,1988-085F,78.0,9.0,,,04 Dec 2017,,19514.0,S19535,19535.0,1988-085F,C  M        ,SOZ,1988 Sep 16,1988 Sep 16 0610?,Earth,2100,O,RVSN,SU,NPOE,120.0, ,60.0,?,0.0, ,1.1, ,0.5, ,1.1, ,Cyl,1988 Oct 21,413.0, ,   19112, ,64.93, ,HEO,1988.0,2100.0,1988-085F,19535.0,CIS,MEDIUM,1.0
181,181,,Cosmos-2399,09 Dec 2003,Deliberate,2003-035A,21.0,,1976.0,51.0,24 Oct 2018,,27834.0,S27856,27856.0,2003-035A,P           ,Kosmos-2399,2003 Aug 12,2003 Aug 12 1429,Earth,2003 Dec  9,E,KVR,RU,ARSL,6800.0,?,6600.0,?,7600.0,?,6.3, ,2.7, ,6.3, ,Cyl + 2 Pan,2003 Aug 19,202.0, ,     317, ,64.93, ,LLEO/I,2003.0,2003.0,2003-035A,27856.0,CIS,LARGE,1.0
182,182,,Proton-K/DM-2 ullage motor (SOZ),21 Feb 2003,Propulsion,1990-110G,1.0,1.0,193.0,6.0,24 Oct 2018,,20990.0,S21012,21012.0,1990-110G,C  M        ,SOZ,1990 Dec  8,1990 Dec  8 0707?,Earth,2100,O,RVSN,SU,NPOE,120.0, ,60.0,?,0.0, ,1.1, ,0.5, ,1.1, ,Cyl,1991 Jan  8,417.0, ,   19126, ,64.91, ,HEO,1990.0,2100.0,1990-110G,21012.0,CIS,MEDIUM,0.0
183,183,,Proton-K/DM-2 ullage motor (SOZ),23 Apr 2003,Propulsion,1987-079H,54.0,19.0,,,04 Dec 2017,,18354.0,S18375,18375.0,1987-079H,C  M        ,SOZ,1987 Sep 16,1987 Sep 16 0702?,Earth,2100,O,RVSN,SU,NPOE,120.0, ,60.0,?,0.0, ,1.1, ,0.5, ,1.1, ,Cyl,1987 Oct 16,407.0, ,   19118, ,64.83, ,HEO,1987.0,2100.0,1987-079H,18375.0,CIS,MEDIUM,1.0
184,184,,Cosmos-2383,28 Feb 2004,Unknown,2001-057A,13.0,,1223.0,32.0,24 Oct 2018,,27031.0,S27053,27053.0,2001-057A,P           ,Kosmos-2383,2001 Dec 21,2001 Dec 21 0405,Earth,2004 Feb 28?,E,VMFR,RU,ARSL/KOMET,3150.0, ,3000.0,?,3150.0, ,10.0, ,1.3, ,17.0, ,Cyl + 2 Pan,2001 Dec 21,404.0, ,     415, ,65.0, ,LLEO/I,2001.0,2004.0,2001-057A,27053.0,CIS,LARGE,1.0
